"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","CODE","SEVERITY"
1987,"St. Croix","Cane Bay",17.684,-64.739,"23.2% of coral cover was pale, 5.8% bleached (3 minth after bleaching start)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began. 

Diploria labyrinthiformis was considered a good indicator of prolonged bleaching at 8-10 m at this site","VIR","HIGH"
1987,"Venezuela","Cano Grande",10.2327,-66.05,"8.0% of coral cover was pale, 1.4% bleached (3 month after bleaching start)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","VEN","HIGH"
1982,"Costa Rica","Cano Island",8.7333,-83.8833,"extensive bleaching","CRI","HIGH"
1987,"Costa Rica","Cano Island",8.7333,-83.8833,"70% loss in cover of mostly Porites lobata","CRI","HIGH"
1987,"Torres Strait & Great Barrier Reef","Carlisle Island Reef",-20.8014,149.282,NA,"AUS","HIGH"
1983,"Ecuador","CDRS ( Charles Darwin Research Station )",-0.741666667,-90.305,"Corals were severly bleached during the height of the 1982-83 ENSO (Robinson 1985). ","ECU","HIGH"
1983,"Ecuador","Champion Island",-1.233333333,-90.38333333," Continued bleaching with tissue damage occurred.","ECU","HIGH"
1976,"Panama","Chiriqui Gulf ( Golfo de Chiriqui )",8,-82.33333333,"At irregularly low tides with two hour exposures of the reef. Reported by Glynn (1976). Colonies bleach within a few days of exposure and after 2 or 3 weeks are covered with algae.","PAN","HIGH"
1983,"Panama","Chiriqui Gulf ( Golfo de Chiriqui )",8,-82.33333333,"May have caused local extinction of hydrozoans. The El NiÐo of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000 km_ have been affected. All Millepora hydrocorals and scleractinia","PAN","HIGH"
1983,"Panama","Chiriqui Gulf ( Golfo de Chiriqui )",8,-82.33333333,"May have caused local extinction of hydrozoans. The El NiÐo of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000 km_ have been affected. All Millepora hydrocorals and scleractinia","PAN","HIGH"
1980,"Torres Strait & Great Barrier Reef","Cockle Bay Reef",-19.1751,146.8138,NA,"AUS","HIGH"
1982,"Torres Strait & Great Barrier Reef","Cockle Bay Reef",-19.1751,146.8138,NA,"AUS","HIGH"
1982,"Costa Rica","Cocos Island",8.687,-87.0067,"extensive","CRI","HIGH"
1987,"Colombia","Colombia",7,-74," Extent Unspecified","COL","HIGH"
1983,"Colombia","Colombia",7,-74,"Extent Unspecified; Gorgona spp. suffered mass mortality and coral bleaching was also observed in the 1980's.","COL","HIGH"
1983,"Colombia","Colombia - Caribbean",10.1,-76,"severe","COL","HIGH"
1987,"Colombia","Colombia - Caribbean",10.1,-76,"intermediate","COL","HIGH"
1982,"Colombia","Colombia - Pacific",3.3,-78,"severe","COL","HIGH"
1983,"Panama","Contadora Island",8.616666667,-79.05,"The El NiÐo of 1982/3 which caused an anomalous warming of sea surface waters in the tropical Pacific Ocean, has been implicated as the cause of bleaching. At least 10000 km_ of reef area have been affected. Reported by Glynn (1983, 1984). ","PAN","HIGH"
1983,"Costa Rica","Costa Rica",9.916666667,-84.16666667,"At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El NiÐo . Reported by Cortes","CRI","HIGH"
1982,"Costa Rica","Costa Rica - Caribbean",10,-82.5,"severe","CRI","HIGH"
1982,"Costa Rica","Costa Rica - Pacific",9,-85,"severe","CRI","HIGH"
1987,"Costa Rica","Costa Rica - Pacific",9,-85,"intermediate","CRI","HIGH"
1986,"Puerto Rico","Culebra Island",18.3,-65.26666667,"In November 1986 most of the Millepora spp., many stony corals and a few gorgonians and sponges bleached in Culebra Island off eastern Puerto Rico.  The event seemed to have become intense and widespread suddenly in November, but may have actually started","PRI","HIGH"
1987,"Puerto Rico","Culebra Island",18.3,-65.26666667,"Bleached habitats include:  lee sides of reefs, fore-reef slopes, increasing with depth to 14 m. ","PRI","HIGH"
1987,"Netherlands Antilles","Curacao ( Curaao )",12.1,-68.96666667," Partial mortalities.","ANT","HIGH"
1982,"Torres Strait & Great Barrier Reef","Davies Reef",-18.8239,147.6457,NA,"AUS","HIGH"
1987,"Torres Strait & Great Barrier Reef","Davies Reef",-18.8239,147.6457,NA,"AUS","HIGH"
1980,"Torres Strait & Great Barrier Reef","Decapolis Reef",-14.852,145.2718,NA,"AUS","HIGH"
1982,"Torres Strait & Great Barrier Reef","Decapolis Reef",-14.852,145.2718,NA,"AUS","HIGH"
1982,"Torres Strait & Great Barrier Reef","Dip Reef",-18.411,147.4531,NA,"AUS","HIGH"
1987,"Jamaica","Discovery Bay",18.45,-77.31666667," Extent Unspecified","JAM","HIGH"
1987,"Jamaica","Discovery bay",18.4794,-77.3287,"Started in July, very extensive from sept to nov, lessening to late dec. serious bleaching on Agaracia lamarcki,  Diploria labririnthiformis,  Montastrea annularis.  M. annularis, in shallow water (<12m) 50% bleached, none affected in deep water

Acropora","JAM","HIGH"
1987,"Dominican Republic","Dominican Republic",19.16666667,-69.53333333,"Color of M. annularis changed to lavender-blue. ","DOM","HIGH"
1980,"Chile","Easter Island",-27.1,-109.3,"mass expulsion of zooxanthellae. White corals occurred in patchy discontinuous zones","CHL","LOW"
1980,"Chile","Easter Island (Rapa-Nui)",-27.16666667,-109.3333333,"Massive coral bleaching was caused by freshwater runoff. Coral recovered after 3 months. ","CHL","LOW"
1987,"Florida (USA)","Eastern Dry Rocks",24.54,-81.833,"7.4% of coral cover was pale (7 months after initial bleaching)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","USA","LOW"
1987,"Colombia","Eastern Side of the Islas Pajarales Complex",9.803,-75.815,"Species affected were

Scleractinians :

A . cervicornis, Agaricia agaricites, A . tenuifolia, Porites astreoides, P . porites, Favia fragun, D . labyrinthiformis, D . strigosa, Montastraea annularis

Other Cnidarians :

Millepora, Erythropodium caribaeorum, Stoichactis helianthus and Palythoa.

All species were partially bleached, except for  Agaricia agaricites, A . tenuifolia, P . Porites and Favia fragun which were fully bleached","COL","LOW"
1982,"Torres Strait & Great Barrier Reef","Eclipse Island Reef",-18.7703,146.549,NA,"AUS","LOW"
1986,"Taiwan","Effluet ( Outfall )",21.93333333,120.7336667,"Thermal effluent of the nuclear power plant caused extensive bleaching of hard and soft corals between 1 and 5 m in the shallow bay. ","TWN","LOW"
1987,"Taiwan","Effluet ( Outfall )",21.93333333,120.7336667,"Thermal effluent of the nuclear power plant caused extensive bleaching of hard and soft corals between 1 and 5 m in the shallow bay. ","TWN","LOW"
1987,"Florida (USA)","Elkhorn Control",25.393,-80.168,"9.6% of coral cover was pale (6 months after initial bleaching)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","USA","LOW"
1987,"Torres Strait & Great Barrier Reef","Erskine Island Reef",-23.5039,151.773,NA,"AUS","LOW"
1983,"Bahamas","Exuma Cays",24.51666667,-76.65,"In the Exuma Cays, Robert Wicklund of the Caribbean Marine Research Center in Florida observed massive bleaching off Lee Stocking Island in October.  Along a 20-mile stretch of the Exumas, some 10 species of corals are affected down to a depth of 73 meter","BHS","LOW"
1987,"Florida (USA)","Florida Reef Tract",25.2,-80.16666667,"Widespread bleaching of the massive coral Montastrea annularis beginning in late August. ","USA","LOW"
1983,"Ecuador","Galapagos Islands",-0.65,-90.38333333,"Some 95% of the reefs of the reef corals are considered to have died and the Pocillopora reef at Onslow has been completely killed.  These events are linked to the 1982/3 El NiÐo, which caused an anomalous warming of the surface waters. Extensive bleachin","ECU","LOW"
1983,"Ecuador","Galapagos Islands",-0.65,-90.38333333,"Some 95% of the reefs of the reef corals are considered to have died and the Pocillopora reef at Onslow has been completely killed linked to the 1982/3 El NiÐo, which caused an anomalous warming of the surface waters. Reported by Glynn (1983). Extensive b","ECU","LOW"
1977,"Ecuador","Galapagos Islands",-0.65,-90.38333333,"Extent Unspecified; The reefs recovered in about 4 to 6 weeks.","ECU","LOW"
1985,"Torres Strait & Great Barrier Reef","GBR Central",-18,146.1666667,"Reported from Myrmidon Reef by Fisk and Done, 1985. ","AUS","LOW"
1983,"Colombia","Gorgona Island ( Isla de Gorgona )",2.983333333,-78.2,"Bleaching and mortality was assumed to be associated with the El NiÐo event. Reported by Glynn (1984). ","COL","LOW"
1983,"Colombia","Gorgona Island ( Isla de Gorgona )",2.983333333,-78.2,"Bleaching and mortality was assumed to be associated with the El NiÐo event. Reported by Glynn (1984). ","COL","LOW"
1987,"Turks and Caicos Islands","Grand Turk Cays",21.41666667,-71.11666667," Extent Unspecified","TCA","LOW"
1983,"Bahamas","Great Bahama Bank",25,-78.2,"Unspecified Coral bleaching was reported at the Gingerbread Grounds. Corals other than Diploria strigosa appeared normal with no apparent change in the physical or biological conditions (Glynn 1984).","BHS","LOW"
1987,"Torres Strait & Great Barrier Reef","Great Barrier Reef",-17.5,147," Extent Unspecified","AUS","LOW"
1987,"Bahamas","Great Inagua Island",21.15,-73.51666667," ","BHS","LOW"
1987,"Torres Strait & Great Barrier Reef","Great Keppel Island Reef",-23.1591,150.9566,NA,"AUS","LOW"
1980,"Torres Strait & Great Barrier Reef","Green Island Reef",-16.769,145.9912,NA,"AUS","LOW"
1987,"Torres Strait & Great Barrier Reef","Halfway Island Reef",-23.2,150.9715,NA,"AUS","LOW"
1987,"Torres Strait & Great Barrier Reef","Hardy Reef",-19.7636,149.2321,NA,"AUS","LOW"
1980,"Torres Strait & Great Barrier Reef","Hastings Reef",-16.5212,146.0115,NA,"AUS","LOW"
1986,"Hawaiian Islands (USA)","Hawaii",18.38333333,-154.6333333,"Extensive coral reef bleaching of Pocillopora spp. began in August 1986 on the Hawaiian islands of Hawaii, Maui, and Oahu from the shoreline to 45.7m depth.  From 20-100% of the surface areas of approximately 80% of the colonies were bleached.  Bleaching ","USA","LOW"
1987,"Hawaiian Islands (USA)","Hawaii",18.38333333,-154.6333333," ","USA","LOW"
1987,"Torres Strait & Great Barrier Reef","Heron Island Reef",-23.4509,151.9647,NA,"AUS","LOW"
1987,"Torres Strait & Great Barrier Reef","Holbourne Island Reef",-19.7248,148.3567,NA,"AUS","LOW"
1987,"Torres Strait & Great Barrier Reef","Holbourne Island Reef",-19.7295,148.3633,NA,"AUS","LOW"
1987,"Torres Strait & Great Barrier Reef","Hook Island Reef A",-20.1068,148.9436,NA,"AUS","LOW"
1984,"Japan","Iriomote",24.31666667,123.8833333,"Unspecified Bleaching has been reported in the Yaema-retto","JPN","LOW"
1987,"Jamaica","Jamaica",18.2,-77.25,"Bleached habitats include intermediate depths and the ocean fore-reef. ","JAM","LOW"
1963,"Jamaica","Jamaica",18.2,-77.25,"Some of the surviving corals bleached (Goreau,  1964). ","JAM","LOW"
1986,"Japan","Japan",30,130,"Bleaching was observed in shallow waters around Kudaka-jima, off south-east Okinawa and on the southern coast of Okinawa itself (Nishihira, 1987). ","JPN","LOW"
1987,"Torres Strait & Great Barrier Reef","John Brewer Reef",-18.6339,147.0534,NA,"AUS","LOW"
1986,"Hawaiian Islands (USA)","Kapalua",21.01666667,-156.6666667,"In November 1986, reports were received of dying corals in the Napili and Kapalua area.  Ninety percent of Montipora sp. were bleached but no Pocillopora sp.  Calm water conditions and warm water temperatures occurred during this event (pers comm to Hau).","USA","LOW"
1983,"Indonesia","Karimun Jawa",-5.866666667,110.3333333,"Extent Unspecified; Coral mortality reported. Also reported by Suharsono, 1994. Coral mortality reported.","IDN","LOW"
1987,"Kenya","Kenya",-3.366666667,40.48333333," Extent Unspecified","KEN","LOW"
1987,"Florida (USA)","Key Largo",25.15,-80.28333333,"Gladfelter noted Palythoa Caribbean to frequently bleach.  Causey considers it a bleaching ""indicator organism."" ","USA","LOW"
1983,"Florida (USA)","Key Largo",25.15,-80.28333333," Extent Unspecified","USA","LOW"
1983,"Florida (USA)","Key West",24.5553,-81.7828,"severely bleached","USA","LOW"
1987,"Torres Strait & Great Barrier Reef","Lady Elliot Reef",-18.6876,146.3348,NA,"AUS","LOW"
1987,"Torres Strait & Great Barrier Reef","Lady Musgrave Island Ree",-23.9054,152.4082,NA,"AUS","LOW"
1987,"Bahamas","Lee Stocking Island",23.77,-76.107,"Bleaching, which was first noted at the end of September , extends to depths of at least 55 meters . By early October, about 18 species of scleractinians, Millepora, many gorgonians , several other groups of soft-bodied cnidarians, and possibly som e sponges had been affected to some degree . In several species, up to 96-98% of the specimens examined were either pale (i .e . , containing few zooxanthellae or reduced amounts of accessory photosynthetic pigments), partly bleached (some soft tissues are white) or completely bleached . Patterns and extent of bleaching varied with species and habitat and, in some groups, (e .g. Millepora, gorgonians) increased with depth.","BHS","LOW"
1987,"Bahamas","Little San Salvador ( Little Island )",24.566,-75.93333333,"Extent Unspecified, Some Mortality","BHS","LOW"
1982,"Torres Strait & Great Barrier Reef","Lizard Island NW Side Re",-14.6514,145.4485,NA,"AUS","LOW"
1987,"Torres Strait & Great Barrier Reef","Lizard Island NW Side Re",-14.6514,145.4485,NA,"AUS","LOW"
1987,"Torres Strait & Great Barrier Reef","Lodestone Reef",-18.6973,147.1002,NA,"AUS","LOW"
1987,"Florida (USA)","Looe Key",24.616,-81.4,"11.1% of coral cover was pale (8 months after initial bleaching)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","USA","LOW"
1983,"Florida (USA)","Looe Key Reef",24.61666667,-81.4,"Bleaching seemed to have started in  mid-July in the Florida Keys and off the coast of Colombia.  The corals in shallow water at Looe Key were the first to discolor, but it soon spread to deeper corals. ","USA","LOW"
1987,"Florida (USA)","Looe Key Reef",24.61666667,-81.4,"Extent Unspecified","USA","LOW"
1987,"Florida (USA)","Looe Key, Florida",25.15,-80.28,"Started at shallow and in August extended to deeper part

Extensive bleaching in mid Sept

Montastrea annularis - extensive in Sept.

Diploria strigosa, D. labyrinthiformis, Palythoa caribaeourm, Millepora complanta- extensively bleached in Sept.","USA","LOW"
1980,"Torres Strait & Great Barrier Reef","Magnetic Island Reef F",-19.1118,146.861,NA,"AUS","LOW"
1982,"Torres Strait & Great Barrier Reef","Magnetic Island Reef F",-19.1118,146.861,NA,"AUS","LOW"
1987,"Maldives","Maldives",3.5,73," Extent Unspecified; Bleaching and eventual death of corals occur.  A few colonies manage to survive.","MDV","LOW"
1983,"Costa Rica","Manuel Antonio",9.383333333,-84.15,"At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El NiÐo. Reported by Cortes ","CRI","LOW"
1983,"Costa Rica","Manzanillo",9.633333333,-82.68333333,"At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El NiÐo. Reported by Cortes ","CRI","LOW"
1987,"Torres Strait & Great Barrier Reef","Masthead Island Reef",-23.5367,151.7366,NA,"AUS","LOW"
1986,"Hawaiian Islands (USA)","Maui Island",20.8,-156.3166667,"Extensive coral reef bleaching of Pocillopora spp. began in August 1986 on the Hawaiian islands of Hawaii, Maui, and Oahu from the shoreline to 45.7m depth.  From 20-100% of the surface areas of approximately 80% of the colonies were bleached.  Bleaching ","USA","LOW"
1987,"Hawaiian Islands (USA)","Maui Island",20.8,-156.3166667," ","USA","LOW"
1989,"Mauritius","Mauritius",-20.28,57.55,"When bleaching start in 	Spring1989, J. Muller, (pers. Com) reported in  Nov. 1989, there were dead corals (mainy Acropora palmata), mainly turf algae on corals top, and foraminifer malformations.","MUS","LOW"
1983,"Comoros","Mayotte Island",-12.83333333,45.21666667," ","COM","LOW"
1986,"Comoros","Mayotte Island",-12.83333333,45.21666667,"In May 1986, massive coral reef bleaching and high mortalities occurred on the coral reefs of Mayotte Island (Mozambique Channel) which closely resembled the event there in 1983 (pers comm Thomassin). ","COM","LOW"
1983,"Comoros","Mayotte Island",-12.83333333,45.21666667," ","COM","LOW"
1980,"Torres Strait & Great Barrier Reef","Michaelmas Reef",-16.5841,146.0171,NA,"AUS","MEDIUM"
1987,"Torres Strait & Great Barrier Reef","Middle Island Reef",-23.1693,150.9147,NA,"AUS","MEDIUM"
1973,"Florida (USA)","Middle Sambo Reef",24.49,-81.675,"Millepora complanata showed the greatest incidence of discoloration. Other species were not as severely affected. ","USA","MEDIUM"
1987,"Florida (USA)","Molasses",25,-80.372,"27.8% of coral cover was pale (6 months after initial bleaching)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","USA","MEDIUM"
1987,"Puerto Rico","Mona Island ( Isla de Mona )",18.06666667,-67.86666667," Extent Unspecified","PRI","MEDIUM"
1987,"French Polynesia","Moorea",-17.575,-149.7833333,"Affected intertidal areas (pers. comm from Richmond) ","PYF","MEDIUM"
1988,"Florida (USA)","Mosquito Bank",25.06666667,-80.41666667," ","USA","MEDIUM"
1982,"Torres Strait & Great Barrier Reef","Myrmidon Reef",-18.2683,147.3862,NA,"AUS","MEDIUM"
1987,"Torres Strait & Great Barrier Reef","Myrmidon Reef",-18.2683,147.3862,NA,"AUS","MEDIUM"
1986,"Hawaiian Islands (USA)","Napili Bay",21,-156.6833333," Extent Unspecified","USA","MEDIUM"
1983,"New Caledonia","New Caledonia",-20.71666667,165.2166667,"Bleaching of Acropora spp. occurred in the inner shoreline of the southwestern lagoon of New Caledonia in 1983. ","NCL","MEDIUM"
1987,"Torres Strait & Great Barrier Reef","Norman Reef",-16.4305,145.9965,NA,"AUS","MEDIUM"
1986,"Hawaiian Islands (USA)","Oahu",21.35,-157.9333333,"Extensive coral reef bleaching of Pocillopora spp. began in August 1986 on the Hawaiian islands of Hawaii, Maui, and Oahu from the shoreline to 45.7m depth.  From 20-100% of the surface areas of approximately 80% of the colonies were bleached.  Bleaching ","USA","MEDIUM"
1987,"Jamaica","Ocho Rios",18.4,-77.08333333,"Seasonal bleaching has been reported in the area. ","JAM","MEDIUM"
1986,"Japan","Okinawa",26.5,128,"Tsuchiya et al (1987) found bleaching of coral reef hosts during a mass mortality of urchins in the southern part of Okinawa and on several adjacent small islands in June 1986.  Reef hosts in northern Okinawa did not bleach at this time (pers comm Sakai).","JPN","MEDIUM"
1983,"Japan","Okinawa",26.5,128,"Extent Unspecified Sea surface temperature abnormally high at 31_ C.","JPN","MEDIUM"
1987,"Japan","Okinawa",26.5,128,"Extent Unspecified","JPN","MEDIUM"
1980,"Japan","Okinawa Kaigan",26.38333333,128," Extent Unspecified","JPN","MEDIUM"
1982,"Torres Strait & Great Barrier Reef","Old Reef",-19.3854,148.0868,NA,"AUS","MEDIUM"
1983,"Ecuador","Onslow Island ( Devil's Crown )",-1.216666667,-90.3,"Most corals were bleached but remained alive. Tissues were damaged and death occurred in some colonies.","ECU","MEDIUM"
1983,"Panama","Panama",8.25,-80.36666667,"The El NiÐo of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000km_ have been affected. Reported by Glynn (1983, 1984). Extensive bleaching and coral mortality","PAN","MEDIUM"
1983,"Panama","Panama - Pacific",7.7,-82.058,"severe","PAN","MEDIUM"
1982,"Torres Strait & Great Barrier Reef","Pandora Reef",-18.8138,146.4327,NA,"AUS","MEDIUM"
1987,"Torres Strait & Great Barrier Reef","Pandora Reef",-18.8138,146.4327,NA,"AUS","MEDIUM"
1983,"Indonesia","Pari Island ( Pulau Pari )",-5.866666667,106.6166667,"Bleaching was quite rapidly followed by the death of certain corals,mainly branching species. The first signs of reef deterioration were patches of white coral found both on the reef flat and on the reef slope, down to a depth of 15 m.  In April 1983, app","IDN","MEDIUM"
1983,"Indonesia","Pari Islands",-5.833333333,106.6333333,"Coral bleaching was first observed in April 1983 at the end of the wet, west monsoon; bleaching was quite rapidly followed by the death of certain corals mainly branching species of the genera Acropora and Pocillopora.  The first signs of reef deteriorati","IDN","MEDIUM"
1987,"Venezuela","Playuela, Morrocoy",10.81,-68.14,"Millepora alcicornis -  85.7% of colony bleached 

Agaricia tenuifolia-  37.5% of colony bleached 

A. agaricites - 75% bleached 

Diploria labyrinthiformis - 100% bleached 

Siderastrea siderea- 72.7% colony bleached

Stephanocoenia michelini - 50% of co","VEN","MEDIUM"
1969,"Puerto Rico","Puerto Rico",17.86666667,-66.43333333,"An intensive and extensive bleaching event occurred on coral reefs of southwestern Puerto Rico in 1969 (pers comm from Almodovar and Atwood).  The bleaching was probably caused by 38.1 cm of rain during a hurricane that preceded the bleaching (pers comm f","PRI","MEDIUM"
1981,"Puerto Rico","Puerto Rico",17.86666667,-66.43333333,"Some bleaching of hard corals occurred on the reefs of western and southwestern Puerto Rico in August 1981 (Williams et al., 1987) pers comm Vicente).  A sea surface temperature positive anomaly occurred at this time (temperature at the shelf break > 29_C","PRI","MEDIUM"
1986,"Puerto Rico","Puerto Rico",17.86666667,-66.43333333,"Slope corals bleached first.  Bleaching was slightly more intense in the more shallow and more light-exposed colonies.  The onset of bleaching was sudden, and the more intense bleaching occurred in November and December 1986.  In some areas half of the A.","PRI","LOW"
