"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","CODE","SEVERITY"
1998,"Torres Strait & Great Barrier Reef","Arlington Rf,SE and S side",-16.70117,146.05092,"5-10%","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Armit Is, north",-20.11031,148.652,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Armit Is, north",-20.11031,148.652,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Armit Is, south",-20.11031,148.652,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Armit Is, south",-20.11031,148.652,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Arnold Is",-11.00952,142.98632,NA,"AUS","HIGH"
1997,"Philippines","Arthur's Rock",13.6884,120.8681,"Reported as one of the dominant impact on the reef.","PHL","HIGH"
1997,"Philippines","Arthur's Rock",13.71666667,120.87,"Extent Unspecified; Reported as one of the dominant impact on the reef.","PHL","HIGH"
1998,"Maldives","Artificial Reef Structure 2.4km nw of the capital Male",4.1667,73.5,"100% bleaching of branching and massive corals ","MDV","HIGH"
1994,"French Polynesia","Arue",-17.51666667,-149.5333333,"42% bleaching was observed at transect A2 (pass) and 34% at transect A1 (outer reef slope).  Four families of coral bleached strongly at A2 (i.e. Fungiidae, 82%; Faviidae, 57%; Acroporidae, 50%; Pocilloporidae, 47%), whereas only two families (i.e. Acropo","PYF","HIGH"
1998,"Australia","Ashmore Reef",-12.2667,123,"minor bleaching in lagoon","AUS","HIGH"
1998,"Bahamas","AUTEC 2 (D18)",24.50643,-77.69697,NA,"BHS","HIGH"
1998,"Bahamas","AUTEC 2 South (D19)",24.48333,-77.6965,NA,"BHS","HIGH"
1998,"Bahamas","AUTEC 2 South (S16)",24.484,-77.699,NA,"BHS","HIGH"
1998,"Bahamas","AUTEC 3 (D21)",24.34315,-77.67068,NA,"BHS","HIGH"
1998,"Bahamas","AUTEC 3 (S19)",24.34315,-77.67068,NA,"BHS","HIGH"
1987,"Bahamas","Bahamas",26.53333333,-76.9,"Extent Unspecified","BHS","HIGH"
1998,"Bahamas","Bahamas",25.1879,-77.0225,NA,"BHS","HIGH"
1998,"Bahamas","Bahamas",23.7413,-76.0054,"no-light bleaching","BHS","HIGH"
1998,"Bahamas","Bahamas",24.3301,-74.4642,"Moderate bleaching","BHS","HIGH"
1998,"Bahrain","Bahrain",26.06666667,50.55," Most of the corals on Fasht Al Adhom, west Fasht Al Dibal, Khwar Fasht, north Jabari, Samahij, and Fasht Al Jarim are now dead.","BHR","HIGH"
1998,"Vietnam","Bai Duong",8.94,106.95,"50","VNM","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bailey Islet",-21.03333,149.55,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bailey Islet",-21.03333,149.55,NA,"AUS","HIGH"
1994,"Torres Strait & Great Barrier Reef","Bait Reef",-19.8105,149.0749,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bait Rf",-19.81049,149.07489,"<5%","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bait Rf",-19.81049,149.07489,"<5%","AUS","HIGH"
1999,"Mozambique","Baixo de St. Antonio, Angoche",-16.02,40.13,"Some evidence (<2%) of current bleaching.

Fringing reef subject to considerable surge and surf at 3-7 m depth with

marked spur and groove formations manifesting the original dune rock

structure. Evidence of bleaching the current year.","MOZ","HIGH"
1998,"Mozambique","Baixo St Antonio",-16.2032,40.137,NA,"MOZ","HIGH"
1998,"Baker and Howland Islands","Baker Island",0.2167,-176.5167,"major bleaching","UMI","HIGH"
1998,"Belize","Baking Swash",16.79,-87.69,"moderate-severe","BLZ","HIGH"
1998,"Mauritius","Balaclava ( Arsenal Bay / Baie de L'Arsenal )",-20.1,57.5," Minor bleaching; Total bleaching being 12%.","MUS","HIGH"
1998,"Mauritius","Balaclava Bay marine park",-20.1602,57.4528,"39% of live corals wholly or partially bleached","MUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bald rock",-23.17405,150.98509,NA,"AUS","HIGH"
1998,"Indonesia","Bali",-8.1036,115.0568,"severe bleaching","IDN","HIGH"
1998,"Indonesia","Bali Barat",-8.1,114.9,"Many soft corals were seen disintegrating. Bleaching of approximately 75-100% of the 25% coral cover was seen around Bali Barat National Park.","IDN","HIGH"
1999,"Philippines","Balicasag Island",9.51667,123.68333,NA,"PHL","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bamborough Is",-21.9278,150.10217,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bamborough Is",-21.9278,150.10217,NA,"AUS","HIGH"
1998,"Maldives","Banana Reef",4.2855,73.3567,"85","MDV","HIGH"
1998,"New Caledonia","Bancs du Nord",-22.39,166.53,"0","NCL","HIGH"
1994,"Oman","Bandar Khayran",23.52166667,58.73333333,"Observed from the west and southern shores of Bandar Khayran. Extensive mortality.","OMN","HIGH"
1998,"Maldives","Bandos Island, North Male Atoll",4.2833,73.4667,"90% bleaching of scleractinian corals, soft corals, clams and anemones to 20m. ","MDV","HIGH"
1998,"Indonesia","Banggai Island, Sulawesi",-1.5,123.25,"no bleaching","IDN","HIGH"
1998,"Indonesia","Bangka, N Sulawesi",1.8148,125.1641,"no bleaching","IDN","HIGH"
1998,"Sri Lanka","Bar Reef",8.516666667,79.78333333," Coral bleaching has resulted in near complete mortality of branching and tabulate species, which were the dominant species in shallow areas previously.","LKA","HIGH"
1998,"Sri Lanka","Bar Reef Marine Sanctuary",8.43,79.7008,"severe bleaching","LKA","HIGH"
1998,"Indonesia","Barat National Park, Bali",-8.1979,114.4281,"75-100%","IDN","HIGH"
1986,"Barbados","Barbados",13.0391,-59.5231,"A 2m high, 3m diameter colony of Dendrogyra cylindratus was completely bleached on the bank reef off Barbados in mid-July 1986.  A week later it began to turn brown around the base, 2 weeks alter about 25% of the colony had recovered, in 3 weeks the entir","BRB","HIGH"
1998,"Torres Strait & Great Barrier Reef","Barber Is",-18.775,146.666,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Barber Is",-18.775,146.666,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bare Is",-19.25833,147.06667,"Few corals","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bare Is",-19.25833,147.06667,"Few corals","AUS","HIGH"
1998,"Oman","Barr Al Hickman",20.4,58.7,"light","OMN","HIGH"
1998,"Mozambique","Barreira Vermelha",-26.1,32.88333333," ","MOZ","HIGH"
1998,"Torres Strait & Great Barrier Reef","Barren Is",-23.16423,151.06965,NA,"AUS","HIGH"
1987,"Torres Strait & Great Barrier Reef","Barren Island Reef",-23.1649,151.079,NA,"AUS","HIGH"
1987,"Torres Strait & Great Barrier Reef","Barren Island Reef",-23.1642,151.0697,NA,"AUS","HIGH"
1992,"Torres Strait & Great Barrier Reef","Barren Island Reef",-23.1649,151.079,NA,"AUS","HIGH"
1992,"Torres Strait & Great Barrier Reef","Barren Island Reef",-23.1642,151.0697,NA,"AUS","HIGH"
1999,"Venezuela","Barrera Este (BE)",11.79233,-66.89523,NA,"VEN","HIGH"
1998,"Ecuador","Bartolome, Galapagos",-0.2779,-90.5162,"20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","ECU","HIGH"
1998,"Philippines","Batangas",13.7163,120.8504,"Moderate bleaching","PHL","HIGH"
1998,"Torres Strait & Great Barrier Reef","Batt Rf",-16.41518,145.76597,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Batt Rf",-16.41518,145.76597,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Batt Rf, NW side",-16.4,145.7,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Batt Rf, NW side",-16.4,145.7,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Batt Rf, SE side",-16.47,145.8,NA,"AUS","HIGH"
1998,"Tanzania","Bawi",-6.1925,39.1349,NA,"TZA","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bax Rf",-20.34607,150.1982,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bax Rf",-20.34607,150.1982,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bay Rock",-19.1167,146.758,"Extensive bleaching on crest and slope, but not on flat (low cover?)","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bay Rock",-19.1167,146.758,"Extensive bleaching on crest and slope, but not on flat (low cover?)","AUS","HIGH"
1998,"Mozambique","Bazaruto Island",-21.66666667,35.5,"Moderate bleaching","MOZ","HIGH"
1998,"Torres Strait & Great Barrier Reef","Beacon Rf",-21.93938,152.68495,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Beacon Rf",-21.93938,152.68495,NA,"AUS","HIGH"
1994,"Torres Strait & Great Barrier Reef","Beaver Reef",-17.8491,146.4868,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Beaver Rf",-17.84914,146.48679,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Beaver Rf",-17.84914,146.48679,NA,"AUS","HIGH"
1998,"Belize","Belize",17.0905,-87.9996,NA,"BLZ","HIGH"
1998,"Belize","Belize",17.0022,-88.0101,"moderate-severe","BLZ","HIGH"
1995,"Belize","Belize",17.31666667,-88,"The episode this year appears to be the first major event for Belize and seems to have begun seriously in mid-September, although some localized bleaching was observed in July.  It appears to be part of a much more widespread bleaching event in the Wester","BLZ","HIGH"
1998,"Belize","Belize",17.31666667,-88,"The entire Belizean coral reef ecosystem has experienced a massive and

pervasive event of coral bleaching. Observation indicate that  bleaching occurs down to a depth of at least 8 meters on the fore reef, top reef and back reef of the main barrier reef ","BLZ","HIGH"
1998,"Belize","Belize",17.31666667,-88," Severely bleached","BLZ","HIGH"
1998,"Madagascar","Belo sur Mer",-19.5915,44.425,"30%","MDG","HIGH"
1994,"Torres Strait & Great Barrier Reef","Ben Reef",-20.0055,150.3209,NA,"AUS","HIGH"
1998,"Vietnam","Bendan",8.6681,106.5552,"50","VNM","HIGH"
1998,"Mauritius","Benitiers Island ( L'ile aux Benitiers )",-20.43333333,57.34166667,"Surveys showed from 1-15% bleaching in many locations, and up to 50% corals with minor loss of colour. Temperatures were about 3ÁC above the normal of 27ÁC. ","MUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Beor Rf",-15.16039,145.26714,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Beor Rf",-15.16039,145.26714,NA,"AUS","HIGH"
1998,"Bermuda","Bermuda",32.4254,-64.8485,"no bleaching","BMU","HIGH"
1998,"Bermuda","Bermuda",32.3166,-64.7933,NA,"BMU","HIGH"
1998,"Bermuda","Bermuda",32.3,-64.75," ","BMU","HIGH"
1991,"Bermuda","Bermuda",32.3,-64.75,"24 July 1991: 22.6% of 53 colonies bleached; T=27.8_ C; 6 August 1991, 47.3% of 87 colonies bleached, T= 29.4_C; 21 October 1991, 13.6% of 83 colonies bleached, T=26.7_. ","BMU","HIGH"
1997,"Bermuda","Bermuda",32.3,-64.75," There was 2-3% bleaching of the 25% coral cover at 8m on rim reefs, and 5-10% bleaching of 40% coral cover at 15m on offshore terrace reefs. It was higher on lagoon reefs (2-6m depth) at about 10-15% bleaching of the 15-20% coral cover.","BMU","HIGH"
1998,"Torres Strait & Great Barrier Reef","Beverlac Is",-21.45833,149.86667,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Beverlac Is",-21.45833,149.86667,NA,"AUS","HIGH"
1982,"Torres Strait & Great Barrier Reef","Big Broadhurst Reef A",-18.9118,147.7439,NA,"AUS","HIGH"
1982,"Torres Strait & Great Barrier Reef","Big Broadhurst Reef B",-18.8699,147.6952,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Big Broadhurst Rf",-18.91667,147.74167,"No bleaching","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Big Broadhurst Rf",-18.91667,147.74167,"No bleaching","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Big Broadhurst, north side",-18.8666,147.71666,"2-5%","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Big Broadhurst, north side",-18.8666,147.71666,"2-5%","AUS","HIGH"
1998,"Palau","Big Drop Off",7.105333333,134.2541667," About 70-80% of the corals were bleached. Hard corals were not yet dead for most part, but many of the soft corals were dead.","PLW","HIGH"
1998,"Palau","Big Drop Off",7.1089,134.2569,"36-72%","PLW","HIGH"
1983,"Florida (USA)","Big Pine Key",24.6922,-81.3728,"severely bleached","USA","HIGH"
1998,"Torres Strait & Great Barrier Reef","Big Stevens Rf",-20.57241,150.12597,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Big Stevens Rf",-20.57241,150.12597,NA,"AUS","HIGH"
1998,"Bahamas","Big Wood (S18)",24.36703,-77.68235,NA,"BHS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bills Rf",-21.78814,152.59263,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bills Rf",-21.78814,152.59263,NA,"AUS","HIGH"
1998,"Vietnam","Binh Thuan",10.5,108,"bleaching","VNM","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bird Is",-11.77214,143.08489,"AIMS 10-20%","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bird Island",-11.7667,143.1,"10-20%","AUS","HIGH"
1998,"Belize","Bird Reef",17.3502,-88.2711,"massive bleaching","BLZ","HIGH"
1998,"Japan","Bise, Okinawa Island",26.07,127.07,"Coral belaching was fisrt observed in late July 1998, and by late August, bleachng had become extensive. Acroporid seems to be particularly susceptable to bleaching.","JPN","HIGH"
1992,"Torres Strait & Great Barrier Reef","Black Current Island Ree",-20.0655,148.4699,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Black Rf",-19.76314,149.39785,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Black Rf",-19.76314,149.39785,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Black Rf East",-19.74635,149.48666,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Black Rf East",-19.74635,149.48666,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Black Rock",-16.24667,145.485,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Black Rock",-16.24667,145.485,NA,"AUS","HIGH"
1998,"United Kingdom","Blenheim Bank",-5.25,72.47,">70%","GBR","HIGH"
1998,"Torres Strait & Great Barrier Reef","Bligh Rf",-12.83061,143.83983,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Blu Lion Rf",-21.8253,152.63014,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Blu Lion Rf",-21.8253,152.63014,NA,"AUS","HIGH"
1998,"Mauritius","Blue Bay marine park",-20.4132,57.7133,"31% of live corals wholly or partially bleached","MUS","HIGH"
1998,"Palau","Blue Corner",7.13,134.23,"10-70% at all depths","PLW","HIGH"
1999,"Netherlands Antilles","BNK01: Saba Bank 1",17.463,-63.22267,NA,"ANT","HIGH"
1999,"Netherlands Antilles","BNK02: Saba Bank 2",17.48683,-63.23167,NA,"ANT","HIGH"
1999,"Netherlands Antilles","BNK03: Saba Bank 3",17.48783,-63.23233,NA,"ANT","HIGH"
1999,"Venezuela","Boca de Cote Profundo (BCP)",11.76637,-66.70576,NA,"VEN","HIGH"
1999,"Venezuela","Boca de Cote Somero (BCS)",11.76637,-66.70576,NA,"VEN","HIGH"
1999,"Venezuela","Boca de Sebastopol (BS)",11.77852,-66.58045,NA,"VEN","HIGH"
1999,"Venezuela","Boca del Medio (BM)",11.91063,-66.59245,NA,"VEN","HIGH"
1998,"Florida (USA)","Boca Grande Channel",24.55,-82.05,NA,"USA","HIGH"
1998,"Malaysia","Bodgaya Dead End Channel, Sabah",4.58,118.76,"2","MYS","HIGH"
1998,"Malaysia","Bodgaya South Rim, Sabah",4.57,118.76,"5","MYS","HIGH"
1998,"Maldives","Bodhufinolhu, South Male",3.8171,73.4243,"extensive bleaching","MDV","HIGH"
1998,"Philippines","Bolinao",16.41666667,119.95,"Bolinao is affected by the massive bleaching which started mid-July and is still ongoing.   Temperatures of 33-34 degrees Celsius are common and lasted for weeks. Bleaching went as deep as 15 meters and primarily affected fragile forms of corals (plating,","PHL","HIGH"
1998,"Philippines","Bolinao (northwest)",16.31,119.77,"primarily affects fragile forms. 75% bleaching if colony dominated by fragile forms.","PHL","HIGH"
1998,"Philippines","Bolinao, Pangasinan",16.37,119.87,"Bleaching was most widely observed in August 1998.

Sceleractinian corals most affected by bleaching, including Acropora, Pocillopora, Porites and Pavona and aslo Millepora.

Branching Acropora species were the most susceptable. Soft corals were also extensively bleached.

Caltured giant clam in ocean nurseries  were also bleached and died.","PHL","HIGH"
1998,"Netherlands Antilles","Bonaire",12.078,-68.2158,"bleaching first noticed 11/03/97 as minimal then again 09/02/98 (source NOAA Database Id No 4 & 107)","ANT","HIGH"
1998,"Netherlands Antilles","Bonaire",12.2417,-68.2428,NA,"ANT","HIGH"
1987,"Netherlands Antilles","Bonaire",12.18333333,-68.3," ","ANT","HIGH"
1998,"Netherlands Antilles","Bonaire",12.18333333,-68.3," Partial bleaching","ANT","HIGH"
1979,"Netherlands Antilles","Bonaire",12.18333333,-68.3,"In June 1979, an extensive and long-term bleaching event began in Bonaire.  It developed progressively and became most extensive and intense in September and October, 1979.  The event ended in February 1980.  Bleaching occurred on all but the windward coa","ANT","HIGH"
1992,"Netherlands Antilles","Bonaire",12.18333333,-68.3,"When observations began in May 21 1992 until the afternoon of June 25,1992 reef conditions were normal. On June 26 (0930) water temperature from the surface up to at least 30 m depth decreased from the normal 27.5_C - 28_C to 25_C.   Bleaching manifested ","ANT","HIGH"
1998,"Vietnam","Bong Lan",8.65,106.67,"50","VNM","HIGH"
1998,"New Caledonia","Bonne Anse",-22.39,166.88,"0","NCL","HIGH"
1998,"French Polynesia","Bora Bora",-16.5,-151.75,"minimal bleaching","PYF","HIGH"
1998,"French Polynesia","Bora Bora ( Vavau )",-16.5,-151.75,"Coral cover remains at 30-50% which is normal for French Polynesian outer slopes at 15 m. ","PYF","HIGH"
1998,"Torres Strait & Great Barrier Reef","Border Is, north",-20.1581,149.03381,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Border Is, north",-20.1581,149.03381,NA,"AUS","HIGH"
