"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","CODE","SEVERITY"
1987,"Torres Strait & Great Barrier Reef","Agincourt Reef No.2",-16.0236,145.8477,NA,"AUS","HIGH"
1992,"Torres Strait & Great Barrier Reef","Agincourt Reef No.4",-15.9508,145.8168,NA,"AUS","HIGH"
2006,"Australia","Agincourt Reef, North Great Barrier Reef",-16.04,145.87,NA,"AUS","HIGH"
1994,"Torres Strait & Great Barrier Reef","Agincourt Reefs No.3",-15.9937,145.8295,NA,"AUS","HIGH"
2004,"American Samoa","Airport lagoon",-14.327,-170.713,"Average Hard coral in the area: 40% Soft coral: 0%

Bleached Hard coral: 20% Soft coral: 0%



Affected Species and percentage of bleaching: 

Acropora 	microphthama  -40% bleached

Acropora pulchra  - 40% bleached

Acropora nobilis -  40% bleached.

Porites 	cylindrica- 0% bleached



<a href=""http://www.reefbase.org/threats/images/airport_lagoon_bleaching.doc"" target=""_blank""> Percentage of bleaching at airport Lagoon, Tutuila, American Samoa </a>.","ASM","HIGH"
2004,"Samoa","Airport lagoon",-14,171,"Average Hard coral: 40% Soft coral: 0%

Bleached Hard coral: 20% Soft coral: 0%



Acropora 	microphthalma 40% bleached, Acropora	 pulchra 40% bleached, Acropora	 nobilis 40% bleached.



Comments on affected species: Although 0% of the staghorns were recently dead, about 50% of the staghorns were longer dead. The dead coral had high algae cover but had not collapsed, so it seems likely that it was dead 1-2 years, and was killed in a previous summer bleaching.","WSM","HIGH"
2000,"Cook Islands","Aitutaki",-18.8667,-159.75,"all coral bleached","COK","HIGH"
1999,"Cook Islands","Aitutaki",-18.846408,-159.797221,"5 colonies of corals were entirely bleached among all 6 sample sites.","COK","HIGH"
1994,"Cook Islands","Aitutaki Atoll",-18.8625,-159.8028333," Minimal bleaching","COK","HIGH"
1998,"New Caledonia","Akaia",-21.63,165.45,"0","NCL","HIGH"
1998,"Mexico","Akumal",20.4167,-87.3,"95-100% bleaching","MEX","HIGH"
2009,"Mexico (Caribbean)","Akumal reef",20.415154,-87.29962,"An intense bleaching event is also occurring along the Mexican Caribbean Coast. Our first observations of pale corals was done in May in Akumal reef, with 7% of the colonies showing pale coloration at a depth of 10-15m. By June, 9% of the colonies were bleached-pale in Mahahual Reef at the same depth. By July, 32% of the colonies were bleached-pale in Punta Allen reef.



At present, (August-September) surveys at Puerto Morelos reef show that 41% of the colonies were bleached and 31% of them were completely white.

Surveys were done at a depth of 4-8m.



The number of colonies sampled at each site was over 2000. Almost all scleractinian species showed bleaching signs, as well as some gorgonians, Milleporas and zoanthids.","MEX","HIGH"
1996,"Bahrain","Al Dar Island, Fasht Al Adhom",26.127,50.679,"All corals were bleached.

Acropora arabensis - all coral bleached, most colonized.

Platygyra daedalea - all coral bleached, some colonized.

Stylophora sp. new coral (25-50cm bleached and colonized, half of adult coral died.

Favia pallida - All coral bleached.","BHR","HIGH"
1998,"Qatar","Al Khor",25.75,51.4167,"extensive","QAT","HIGH"
1998,"Saudi Arabia","Al Wadj ",24.2,36.8,"Some locations bleached heavily","SAU","HIGH"
2009,"Mauritius","Albion Lagoon",-20.215318,57.397491,"Last week bleaching was observed in the lagoon of Albion (depth

> 1.5-2m) on the west coast of Mauritius.Mostly Acroporas were bleached. Surveys will be conducted at other sites to see whether this bleaching is localised or widespread","MUS","HIGH"
2009,"Mauritius","Albion Lagoon",-20.207751,57.40359,"Last week bleaching was observed  in the lagoon of Albion (depth 1.5-2m) on the west coast of Mauritius.Mostly Acroporas were bleached.

For the month of January the highest temperature recorded in the lagoon has been 32 0C with an average of 310C. The seasonal average is usually around 29 0C.

Surveys will be conducted at other sites to see whether this bleaching is localised or widespread","MUS","HIGH"
1981,"Philippines","Alcoy",9.666666667,123.55,"Bleaching reported on southern reef slope. ","PHL","HIGH"
1998,"Seychelles","Aldabra",-9.416666667,46.41666667,"The dead corals were covered with filamentous algae, which were expanding to cover areas of dying corals Corals at 14 sites in the Seychelles Marine Park system showed that an average of about 75% were recently dead (ranging ffrom 50% to 95%).","SYC","HIGH"
1998,"Seychelles","Aldabra Atoll",-9.4476,46.3991,"30% bleached","SYC","HIGH"
1998,"Torres Strait & Great Barrier Reef","Alexandra Rf",-16.54751,145.49748,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Alexandra Rf",-16.54751,145.49748,NA,"AUS","HIGH"
2009,"Bahamas","Alice Town",25.66,-79.31,"0% of recently killing coral recorded on substrate is result of bleaching","BHS","HIGH"
1998,"Belize","Alligator Caye",17.18,-88.08,"25-30% bleached","BLZ","HIGH"
2002,"Torres Strait & Great Barrier Reef","Allonby Reef",-20.7502,149.159,"high cover","AUS","HIGH"
2004,"American Samoa","Alofau",-14.283,-170.584,"Average Hard coral in the area: 30% Soft coral: 1%

Bleached Hard coral: 40% Soft coral: 0%

Staghorns were only partly bleached, on their upper surfaces only



Affected Species (Common or Latin) or Coral Types  and percentage of bleaching.

Acropora 	microphthama  - 80% bleached

Acropora pulchra  - 80% bleached

Acropora nobilis -  80% bleached.

Porites 	cylindrica- 0% bleached","ASM","HIGH"
2004,"Samoa","Alofau",-14,171,"Average Hard coral:   30% Soft coral: 1%

Bleached Hard coral: 40% Soft coral: 0%



Acropora	 microphthalma 80% bleached, Acropora 	pulchra 80% bleached, Acropora	 nobilis 80% bleached



Comments on affected species: Staghorns were only partly bleached, on their upper surfaces only.","WSM","HIGH"
1998,"Seychelles","Alphonse Atoll",-7.0113,52.7348,"54% bleached","SYC","HIGH"
2001,"Japan","Amakusa, Kyushu ",32.2,130,"No significant bleaching was observed","JPN","HIGH"
1998,"Japan","Amakusa, Kyushu, Japan",32.4181,129.994,"50-70%","JPN","HIGH"
2001,"Japan","Amami Island",28.2,129.4,"Complete bleaching in Porites that survived the 1998 incident,  Acropora recruit after 1998, and 50% of transplant coral","JPN","HIGH"
1998,"Japan","Amami Islands",28.2667,129.35,"bleaching","JPN","HIGH"
1987,"Japan","Amami-Gunto",28,129.3333333,"Bleaching in this are was caused by freshwater runoff and low tides. ","JPN","HIGH"
2002,"American Samoa","Amanave, Tutuila",-14.327,-170.8322,"Montastrea curta and some Acropora totally bleached

Pocillopora eydoxi and P. verrucosa pale","ASM","HIGH"
1995,"Belize","Ambergris Cay",18.03333333,-87.88333333," Widespread but patchy","BLZ","HIGH"
1998,"Belize","Ambergris Cay",18.03333333,-87.88333333," ","BLZ","HIGH"
2007,"Belize","Ambergris Cay, Belize Dist.",17.83,-87.98,"100% of recorded recently killed coral is result of bleaching; Aspergillosis was present. Staghorn coral had sections of recently killed coral. Other unidentified disease was observed.","BLZ","HIGH"
2003,"Belize","Ambergris Caye",18.027,-87.87,"Bleaching was reported last week off Ambergris Caye (~70% corals on

forereef).","BLZ","HIGH"
1998,"Belize","Ambergris Caye",18.0048,-87.8997,"severe bleaching","BLZ","HIGH"
1999,"Belize","Ambergris Caye",18.0048,-87.8997,"low bleaching","BLZ","HIGH"
1998,"American Samoa","American Samoa",-14.3247,-170.6968,NA,"ASM","HIGH"
2006,"Guam","Anae Island, Agat",13.361,144.627,"Saw bleaching of Pocillopora verrucosa on the reef crest (1m or less) at Anae Island, Agat, Guam.","GUM","HIGH"
2001,"Cuba","AncÑn (cresta)",21.71307,-79.99433,NA,"CUB","HIGH"
2001,"Cuba","AncÑn (profundo)",21.71422,-79.99952,NA,"CUB","HIGH"
1998,"Torres Strait & Great Barrier Reef","Anchorsmith Is",-20.61667,149.06667,NA,"AUS","HIGH"
1989,"India","Andaman Islands",11.73333333,92.88333333," Extent Unspecified","IND","HIGH"
1998,"India","Andaman Islands",11.73333333,92.88333333,"Surviving taxa included Porites spp., Platygyra spp., Favites spp. and Fungia spp. Repeated surveys in September revealed that coral mortality was higher than 50%.","IND","HIGH"
1998,"India","Andaman Islands, Bay of Bengal",11.2161,92.5991,"65-80%","IND","HIGH"
1991,"Thailand","Andaman Reefs",8,98.5,"Correlated to sea surface warming from January to May. ","THA","HIGH"
1998,"Thailand","Andaman Sea",7.9892,98.2673,"no bleaching","THA","HIGH"
2008,"Madagascar","Andavadoaka, Befandefa",-22.12,43.2,"1% of recorded recently killed coral on substrate is result of bleaching","MDG","HIGH"
1994,"Torres Strait & Great Barrier Reef","Andersen Reef",-15.7936,145.796,NA,"AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","Andersen Reef",-15.7921,145.7971,NA,"AUS","HIGH"
1979,"Virgin Islands (British)","Anegada",18.73333333,-64.31666667,"Actual cause of bleaching is not known. Partial mortality","VBG","HIGH"
2009,"Malaysia","Anemone Reef",4.293892,113.8262,"Patch reef top. Percentage of live coral cover in the area is 55%. Hard coral cover 20%, soft coral cover 35%, silt cover 16%, rock 22%","MYS","HIGH"
2009,"Malaysia","Anemone Reef",4.2923,113.82578,"Patch reef top, 63% of live coral cover in the area. Hard coral cover 53%, soft coral cover 10%, silt cover 10% and rock 16%","MYS","HIGH"
1999,"Philippines","Anilao, Butangus",14.85,120.8167,"Minor bleaching","PHL","HIGH"
1998,"Hawaiian Islands (USA)","Anini Reef, Hawaii",22.2251,-159.3636,"0","USA","HIGH"
2002,"Madagascar","Ankarea, Mitsio Is.",-12.846,48.573,"Bleaching was light and appeared to be in the early stages (evidenced by slight discoloration of coral tissue)","MDG","HIGH"
2002,"Torres Strait & Great Barrier Reef","Anne Island Reef",-20.4182,149.0172,NA,"AUS","HIGH"
2005,"St. Lucia","Anse Chastanet Reef",13.51,-61.4,"Date of observation: June _ November 2005 <br>

Depth of Area bleached: 0 _ 42 meters <br>

Reef zone: reef flat and _slope<br>

Percentage of live coral cover in the area: 19% <br>

Coral Species affected: <br>

Diplorea strigosa, Colpohylia natans: 100 % of Coral Population, 60-100% of Colony affected. (Up to now no recovery - 60 to 70% mortality-started as growing black banded white spot in the middle, killing the colony within 1-2 weeks, overgrowing by a thin layer of brown algae) <br>

Montastraea annularis: 95 % of Coral Population, 30-100% of Colony affected.<br>

Stephanocoenia intersepts: 90% Coral Population, 35-90% of Colony affected.<br>

Montastraea cavermosa: 10% Coral Population, 5% of Colony affected. (Started bleaching in September/October but recovered quickly changed to bluish color)<br>

Siderastrea sidera: 50 % Coral Population, 30-90% of Colony affected.<br>

Madracis mirabilis: 10 % Coral Population, 10-30% of Colony affected.<br>

Madracis formosa: 100 % Coral Population, 30-95% of Colony affected. (First species to start

bleaching in June)<br>

Acropora palmata: 20 % Coral Population, 10% of Colony affected. (Bleaching of tips) <br>

Sea Plumes- Pseudopterogorgia spp.: 5 % Coral Population, 100% of Colony affected. <br>

Common Sea Fan- Gorgonia ventalina: 5 % Coral Population, 10% of Colony affected. <br>

Millepora alicornis: 100 % Coral Population, 60-80% of Colony affected. (Started bleaching in June/July)<br>

Eusmilia fastigiana: 10 % Coral Population, 10-40% of Colony affected. <br>

Agaricia lamarcki, Agaricia undata: 5 % Coral Population, 10% of Colony affected. (Still bleached down to 30m, but seem to slowly recover) <br>

The shallow areas seem to be able to cope better with the high temperature than the deeper areas.<br>","LCA","HIGH"
2001,"Cuba","AntÑn Chico (cresta)",22.425,-78.04083,NA,"CUB","HIGH"
1998,"Madagascar","Antanambe",-16.5,49.85,"30%","MDG","HIGH"
2002,"American Samoa","Aoa, Tutuila",-14.258,-170.5889,"Little bleaching, more to plate coral","ASM","HIGH"
2002,"Torres Strait & Great Barrier Reef","Ape Reef",-12.7125,143.6068,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Ape Rf",-12.71394,143.60574,NA,"AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Aplin Islet",-11.18201,143.02914,NA,"AUS","HIGH"
1999,"Philippines","Apo Island",9.08333,123.26667,NA,"PHL","HIGH"
1998,"Philippines","Apo Island",9.083333333,123.2666667,"Moderate bleaching; Some large colonies of hard corals showed some patchy bleaching.","PHL","HIGH"
1998,"Philippines","Apo Island Marine Reserve",9.08,123.2667,"90% of colony bleached during Aug- Sept 1998","PHL","HIGH"
2000,"Philippines","Apo Island Marine Reserve",9.08,123.2667,"Bleaching was again observed in July 2000 form the area affected in Aug-Sept 1998","PHL","HIGH"
1998,"Philippines","Apo Island Marine Reserve",9.07,123.27,"90","PHL","HIGH"
2007,"Fiji","Aquasafari, Coral Coast",-18.19166667,177.6015,NA,"FJI","HIGH"
2007,"Fiji","Aquasafari, Coral Coast",-18.19166667,177.6015,NA,"FJI","HIGH"
2008,"Fiji","Aquasafari, Coral Coast",-18.19166667,177.6015,NA,"FJI","HIGH"
2008,"Fiji","Aquasafari, Coral Coast",-18.19166667,177.6015,NA,"FJI","HIGH"
2006,"Fiji","Aquasafari, Coral Coast",-18.19166667,177.6015,NA,"FJI","HIGH"
2006,"Fiji","Aquasafari, Coral Coast",-18.19166667,177.6015,NA,"FJI","HIGH"
2006,"Fiji","AquaSafaris, Coral Coast",-18.18016667,177.5968333,NA,"FJI","HIGH"
2008,"Fiji","AquaSafaris, Coral Coast",-18.18016667,177.5968333,NA,"FJI","HIGH"
2008,"Fiji","AquaSafaris, Coral Coast",-18.18016667,177.5968333,NA,"FJI","HIGH"
2007,"Fiji","AquaSafaris, Coral Coast",-18.18016667,177.5968333,NA,"FJI","HIGH"
2007,"Fiji","AquaSafaris, Coral Coast",-18.18016667,177.5968333,NA,"FJI","HIGH"
2006,"Fiji","Aquatrek GIR, Taveuni",-16.7645,179.9441667,NA,"FJI","HIGH"
1998,"Qatar","Arabian Gulf",26,51.5,"extensive","QAT","HIGH"
1998,"Saudi Arabia","Arabian Gulf - Four nearshore patch reefs",27.3107,49.5072,"Widespread bleaching with 95% mortality of Acropora, water temps 35.2-35.9deg C","SAU","HIGH"
1998,"Saudi Arabia","Arabian Gulf - One offshore patch reef",27.5,49.7,"Minimal bleaching","SAU","HIGH"
1998,"Palau","Arakabasan ",7.3,134.35,"severe bleaching","PLW","HIGH"
1998,"Palau","Arakabesan ( Ngerekebesang )",7.35,134.4533333," There was 20-70% bleaching and high mortality.","PLW","HIGH"
2002,"Torres Strait & Great Barrier Reef","Arc Reef",-18.4999,147.4445,NA,"AUS","HIGH"
2005,"Panama","Archipelago of Bocas del Toro",9.348,-82.284,"All coral species seems to be affected, mostly in shallow waters, but also at depth up to 8m. It seems that water temperature has begun to drop down for now on.","PAN","HIGH"
2003,"Maldives","Ari Atoll",4.006,72.81,"The sea temperature of the last days range form 30 to 31 degrees C at deeper area and higher in shallow parts.  No sign of bleaching detected yet. 

Currents are much less then they used to be, although are close to fullmoon.","MDV","HIGH"
1998,"Maldives","Ari Atoll",3.8756,72.8433,"Widespread bleaching but alleviated slightly by poor water clarity","MDV","HIGH"
1998,"Maldives","Ari Atoll",3.8756,72.8433,"90% coral bleached","MDV","HIGH"
