"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","SOURCE","CODE","SEVERITY"
1987,"Bahamas","Bahamas",26.5333333333333,-76.9,"Extent Unspecified","ReefBase","BHS","UNKNOWN"
1983,"Bahamas","Exuma Cays",24.5166666666667,-76.65,"In the Exuma Cays, Robert Wicklund of the Caribbean Marine Research Center in Florida observed massive bleaching off Lee Stocking Island in October.  Along a 20-mile stretch of the Exumas, some 10 species of corals are affected down to a depth of 73 meter","ReefBase","BHS","HIGH"
1983,"Bahamas","Great Bahama Bank",25,-78.2,"Unspecified Coral bleaching was reported at the Gingerbread Grounds. Corals other than Diploria strigosa appeared normal with no apparent change in the physical or biological conditions (Glynn 1984).","ReefBase","BHS","UNKNOWN"
1987,"Bahamas","Great Inagua Island",21.15,-73.5166666666667," ","ReefBase","BHS","UNKNOWN"
1987,"Bahamas","Lee Stocking Island",23.77,-76.107,"Bleaching, which was first noted at the end of September , extends to depths of at least 55 meters . By early October, about 18 species of scleractinians, Millepora, many gorgonians , several other groups of soft-bodied cnidarians, and possibly som e sponges had been affected to some degree . In several species, up to 96-98% of the specimens examined were either pale (i .e . , containing few zooxanthellae or reduced amounts of accessory photosynthetic pigments), partly bleached (some soft tissues are white) or completely bleached . Patterns and extent of bleaching varied with species and habitat and, in some groups, (e .g. Millepora, gorgonians) increased with depth.","Lang, J. C., 1988.  Ecological and economic importance of coral reefs. Prepared statement for Committee on Appropriations, US Senate","BHS","UNKNOWN"
1987,"Bahamas","Little San Salvador ( Little Island )",24.566,-75.9333333333333,"Extent Unspecified, Some Mortality","ReefBase old database
(Williams, E.H. Jr. and L. Bunkley- Williams, The world wide coral reef bleaching cycle and related sources of coral mortality., Atoll Res. Bull. 335:1-71.)","BHS","UNKNOWN"
1987,"Bahamas","Rainbow Gardens",23.74,-76.066,"38.2% of coral cover was pale, 1.6% bleached (3 minth after bleaching start)
Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","Lang, J.C., H.R. Lasker, E.H. Gladfelter, P. Hallock, W.C. Jaap, F.J. Losada and R.G. Muller, 1992.  Spatial and Temporal Variability during Periods of ""Recovery"" after Mass Bleaching on Western Atlantic Coral Reefs Amer. Zool. 32:696-706","BHS","MEDIUM"
1987,"Bahamas","South Perry",23.745,-76.081,"38.2% of coral cover was pale, 1.6% bleached (3 month after bleaching start)
Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","Lang, J.C., H.R. Lasker, E.H. Gladfelter, P. Hallock, W.C. Jaap, F.J. Losada and R.G. Muller, 1992.  Spatial and Temporal Variability during Periods of ""Recovery"" after Mass Bleaching on Western Atlantic Coral Reefs Amer. Zool. 32:696-706","BHS","LOW"
1987,"Dominican Republic","Dominican Republic",19.1666666666667,-69.5333333333333,"Color of M. annularis changed to lavender-blue. ","ReefBase","DOM","UNKNOWN"
1987,"Jamaica","Discovery Bay",18.45,-77.3166666666667," Extent Unspecified","ReefBase","JAM","UNKNOWN"
1987,"Jamaica","Discovery bay",18.4794,-77.3287,"Started in July, very extensive from sept to nov, lessening to late dec. serious bleaching on Agaracia lamarcki,  Diploria labririnthiformis,  Montastrea annularis.  M. annularis, in shallow water (<12m) 50% bleached, none affected in deep water
Acropora","Woodley, J.D. 1988. Coral Bleaching in Jamaica, 1987. In Ogden, J. & R. Wicklund (ed.) Mass bleaching of coral reef in Carribean: A research strategy. National Undersea Research Programme Research Report 88-2","JAM","HIGH"
1987,"Jamaica","Jamaica",18.2,-77.25,"Bleached habitats include intermediate depths and the ocean fore-reef. ","ReefBase","JAM","UNKNOWN"
1963,"Jamaica","Jamaica",18.2,-77.25,"Some of the surviving corals bleached (Goreau,  1964). ","ReefBase","JAM","UNKNOWN"
1987,"Jamaica","Ocho Rios",18.4,-77.0833333333333,"Seasonal bleaching has been reported in the area. ","ReefBase","JAM","UNKNOWN"
1987,"Turks and Caicos Islands","Grand Turk Cays",21.4166666666667,-71.1166666666667," Extent Unspecified","ReefBase","TCA","UNKNOWN"
1987,"Turks and Caicos Islands","Turks and Caicos",21.4,-71.1166666666667," Extent Unspecified","ReefBase","TCA","UNKNOWN"
1987,"Turks and Caicos Islands","West Caicos",21.6666666666667,-72.4833333333333," ","ReefBase","TCA","UNKNOWN"
1980,"Chile","Easter Island",-27.1,-109.3,"mass expulsion of zooxanthellae. White corals occurred in patchy discontinuous zones","Wellington, G.M., Glynn, P.W., Strong, A.E., Navarrete, S.A., Wieters, E. and Hubbard, D. 2001. Crisis on Coral Reefs Linked to Climate Change. EOS. 82(1):1, 5","CHL","MEDIUM"
1980,"Chile","Easter Island (Rapa-Nui)",-27.1666666666667,-109.333333333333,"Massive coral bleaching was caused by freshwater runoff. Coral recovered after 3 months. ","ReefBase","CHL","HIGH"
1987,"Colombia","Colombia",7,-74," Extent Unspecified","ReefBase old database
(Williams, E.H. Jr. and L. Bunkley- Williams, The world wide coral reef bleaching cycle and related sources of coral mortality.  Atoll Res. Bull. 335:1-71.)","COL","UNKNOWN"
1983,"Colombia","Colombia",7,-74,"Extent Unspecified; Gorgona spp. suffered mass mortality and coral bleaching was also observed in the 1980's.","ReefBase","COL","UNKNOWN"
1983,"Colombia","Colombia - Caribbean",10.1,-76,"severe","GCRMN 2000. Chapter 18, Table p340","COL","HIGH"
1987,"Colombia","Colombia - Caribbean",10.1,-76,"intermediate","GCRMN 2000. Chapter 18, Table p340","COL","MEDIUM"
1982,"Colombia","Colombia - Pacific",3.3,-78,"severe","GCRMN 2000. Chapter 18","COL","HIGH"
1987,"Colombia","Eastern Side of the Islas Pajarales Complex",9.803,-75.815,"Species affected were
Scleractinians :
A . cervicornis, Agaricia agaricites, A . tenuifolia, Porites astreoides, P . porites, Favia fragun, D . labyrinthiformis, D . strigosa, Montastraea annularis
Other Cnidarians :
Millepora, Erythropodium caribaeorum, Stoichactis helianthus and Palythoa.
All species were partially bleached, except for  Agaricia agaricites, A . tenuifolia, P . Porites and Favia fragun which were fully bleached","Lang, J. C., 1988.  Ecological and economic importance of coral reefs. Prepared statement for Committee on Appropriations, US Senate","COL","UNKNOWN"
1983,"Colombia","Gorgona Island ( Isla de Gorgona )",2.98333333333333,-78.2,"Bleaching and mortality was assumed to be associated with the El Niño event. Reported by Glynn (1984). ","ReefBase","COL","UNKNOWN"
1983,"Colombia","Gorgona Island ( Isla de Gorgona )",2.98333333333333,-78.2,"Bleaching and mortality was assumed to be associated with the El Niño event. Reported by Glynn (1984). ","ReefBase","COL","UNKNOWN"
1969,"Colombia","Providencia Island ( Isla de Providencia )",13.3583333333333,-81.3833333333333," ","ReefBase","COL","UNKNOWN"
1983,"Colombia","Rosario Islands ( Islas del Rosario )",10.15,-75.75,"Extent Unspecified; Smaller scale bleaching assumed to be associated with an El Niño event in the Cartagena area.","ReefBase","COL","UNKNOWN"
1983,"Colombia","San Bernardo Islands ( Islas de San Bernardo )",9.75,-75.8333333333333,"Bleaching and mortality was assumed to be associated with the El Niño event. Reported by Glynn (1984). ","ReefBase","COL","UNKNOWN"
1983,"Colombia","San Bernardo Islands ( Islas de San Bernardo )",9.75,-75.8333333333333,"Bleaching and mortality was assumed to be associated with the El Niño event. Reported by Glynn (1984). ","ReefBase","COL","UNKNOWN"
1987,"Colombia","Southern Side of Isla Tesoro",10.174,-75.742,"Species affected were:
Scleractinians : Acropora palmate, A. cervicornis, Agaricia agaricites, A . tenuifolia, Siderastrea sidereal, Porites astreoides, P . porites, Favia fragum, Diploria labyrinthiformis, D . strigosa, Montastraea annularis, Meandrina meandrites
Other Cnidarians : Millepora, Erythropodium caribaeorum.
All species were full y bleached except for D . strigosa, Montastraea annularis, Meandrina meandrites which were partialy bleached.   
A. cervicornis were not affected.","Lang, J. C., 1988.  Ecological and economic importance of coral reefs. Prepared statement for Committee on Appropriations, US Senate","COL","UNKNOWN"
1987,"Colombia","Southern Side of Islas del Rosario",10.137,-75.743,"Bleaching of some corals was first observed in mid July a t the Islas del Rosario. At this time, water temperatures were about 30 C at 0-3 meters depth.  By mid-August, loss of zooxanthellae was noted in 14 species of scleractinian reef, Millepora and in several species of soft-bodied cnidarians . Zoexanthellate sponges were not affected . Overall, the patterns and extent of bleaching were highly variable, both among species and among locations but were confined to shallow 6 meters) habitats, At that time the event was judged to be less
severe than the bleaching episode of 1983.
Species affected 
Scleractinians : Acropora palmata, A . cervicornis, Agaricia agaricites, A tenuifolia, porites astreoides, P . porites, Favia fragum, Diploria clivosa, D. labyrinthiformis, D. strigosa, Colpophyilia natans, Montastraea annularis 
Other Cnidarians : Millepora, Erythropodium caribaeorum, Palythoa 
A tenuifolia and Erythropodium caribaeorum were all bleached, others are partially bleached, except for A. cervicornis which was fine.","Lang, J. C., 1988.  Ecological and economic importance of coral reefs. Prepared statement for Committee on Appropriations, US Senate","COL","LOW"
1983,"Costa Rica","Cahuita",9.75,-82.8,"At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El Niño. Water temperatures ","ReefBase","CRI","UNKNOWN"
1982,"Costa Rica","Cano Island",8.7333,-83.8833,"extensive bleaching","Jimenez, C., Cortes, J., Leon, A. and Ruiz, E. 2001. Coral Bleaching  and Mortality associated with the 1997-1998 El Nino in an upwelling environemnt in the Eastern Pacific (Gulf of Papagayo, Costa Rica). Bulletin of Marine Science. 69(1):151-169","CRI","HIGH"
1987,"Costa Rica","Cano Island",8.7333,-83.8833,"70% loss in cover of mostly Porites lobata","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149","CRI","HIGH"
1983,"Costa Rica","Caño Island",8.71666666666667,-83.8666666666667,"At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El Niño. See also Cortes et ","ReefBase","CRI","UNKNOWN"
1984,"Costa Rica","Caño Island",8.71666666666667,-83.8666666666667,"Bleaching was associated with the 1984 ENSO event. ","ReefBase","CRI","UNKNOWN"
1982,"Costa Rica","Cocos Island",8.687,-87.0067,"extensive","Jimenez, C., Cortes, J., Leon, A. and Ruiz, E. 2001. Coral Bleaching  and Mortality associated with the 1997-1998 El Nino in an upwelling environemnt in the Eastern Pacific (Gulf of Papagayo, Costa Rica). Bulletin of Marine Science. 69(1):151-169","CRI","HIGH"
1983,"Costa Rica","Costa Rica",9.91666666666667,-84.1666666666667,"At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El Niño . Reported by Cortes","ReefBase","CRI","UNKNOWN"
1982,"Costa Rica","Costa Rica - Caribbean",10,-82.5,"severe","GCRMN 2000. Chapter 18","CRI","HIGH"
1982,"Costa Rica","Costa Rica - Pacific",9,-85,"severe","GCRMN 2000. Chapter 18","CRI","HIGH"
1987,"Costa Rica","Costa Rica - Pacific",9,-85,"intermediate","GCRMN 2000. Chapter 18","CRI","MEDIUM"
1983,"Costa Rica","Manuel Antonio",9.38333333333333,-84.15,"At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El Niño. Reported by Cortes ","ReefBase","CRI","UNKNOWN"
1983,"Costa Rica","Manzanillo",9.63333333333333,-82.6833333333333,"At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El Niño. Reported by Cortes ","ReefBase","CRI","UNKNOWN"
1983,"Costa Rica","Punta Cocles",9.91666666666667,-82.8,"At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El Niño . Reported by Cortes","ReefBase","CRI","UNKNOWN"
1983,"Costa Rica","Punta Mona",9.73333333333333,-82.8166666666667,"At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El Niño. Reported by Cortes ","ReefBase","CRI","UNKNOWN"
1983,"Ecuador","CDRS ( Charles Darwin Research Station )",-0.741666666666667,-90.305,"Corals were severly bleached during the height of the 1982-83 ENSO (Robinson 1985). ","ReefBase","ECU","HIGH"
1983,"Ecuador","Champion Island",-1.23333333333333,-90.3833333333333," Continued bleaching with tissue damage occurred.","ReefBase","ECU","MEDIUM"
1983,"Ecuador","Galapagos Islands",-0.65,-90.3833333333333,"Some 95% of the reefs of the reef corals are considered to have died and the Pocillopora reef at Onslow has been completely killed.  These events are linked to the 1982/3 El Niño, which caused an anomalous warming of the surface waters. Extensive bleachin","ReefBase","ECU","HIGH"
1983,"Ecuador","Galapagos Islands",-0.65,-90.3833333333333,"Some 95% of the reefs of the reef corals are considered to have died and the Pocillopora reef at Onslow has been completely killed linked to the 1982/3 El Niño, which caused an anomalous warming of the surface waters. Reported by Glynn (1983). Extensive b","ReefBase","ECU","HIGH"
1977,"Ecuador","Galapagos Islands",-0.65,-90.3833333333333,"Extent Unspecified; The reefs recovered in about 4 to 6 weeks.","ReefBase","ECU","UNKNOWN"
1983,"Ecuador","Onslow Island ( Devil's Crown )",-1.21666666666667,-90.3,"Most corals were bleached but remained alive. Tissues were damaged and death occurred in some colonies.","ReefBase","ECU","MEDIUM"
1976,"Panama","Chiriqui Gulf ( Golfo de Chiriqui )",8,-82.3333333333333,"At irregularly low tides with two hour exposures of the reef. Reported by Glynn (1976). Colonies bleach within a few days of exposure and after 2 or 3 weeks are covered with algae.","ReefBase","PAN","UNKNOWN"
1983,"Panama","Chiriqui Gulf ( Golfo de Chiriqui )",8,-82.3333333333333,"May have caused local extinction of hydrozoans. The El Niño of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000 km² have been affected. All Millepora hydrocorals and scleractinia","ReefBase","PAN","HIGH"
1983,"Panama","Chiriqui Gulf ( Golfo de Chiriqui )",8,-82.3333333333333,"May have caused local extinction of hydrozoans. The El Niño of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000 km² have been affected. All Millepora hydrocorals and scleractinia","ReefBase","PAN","HIGH"
1983,"Panama","Contadora Island",8.61666666666667,-79.05,"The El Niño of 1982/3 which caused an anomalous warming of sea surface waters in the tropical Pacific Ocean, has been implicated as the cause of bleaching. At least 10000 km² of reef area have been affected. Reported by Glynn (1983, 1984). ","ReefBase","PAN","UNKNOWN"
1983,"Panama","Panama",8.25,-80.3666666666667,"The El Niño of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000km² have been affected. Reported by Glynn (1983, 1984). Extensive bleaching and coral mortality","ReefBase","PAN","UNKNOWN"
1983,"Panama","Panama - Pacific",7.7,-82.058,"severe","GCRMN 2000. Chapter 18","PAN","HIGH"
1983,"Panama","Saboga Island",8.63333333333333,-79.0666666666667,"Extent Unspecified; The El Niño of 1982/83 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000 km² have been affected (Glynn 1983 and 1984).","ReefBase","PAN","UNKNOWN"
1987,"Panama","San Blas",9.55,-78.87,"Some bleaching in Montastrea annularis","Knowlton, N. 1988. Bleaching in Panama. In Ogden, J. & R. Wicklund (ed.) Mass bleaching of coral reef in Carribean: A research strategy. National Undersea Research Programme Research Report 88-2","PAN","LOW"
1983,"Panama","San Blas ( Kuna Yala )",9.55,-78.8666666666667,"Occurred on the shallow reef. Corals survived and regained coloration. Living coral cover at Sail Rock decreased by 20% and at House Reef by 35% (Lasker et al., 1984) Mortality","ReefBase","PAN","HIGH"
1983,"Panama","Secas Islands",7.95,-82.0166666666667,"May have caused local extinction of the hydrozoan. The El Niño of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000km² have been affected. All Millepora hydrocorals and scleractin","ReefBase","PAN","HIGH"
1983,"Panama","Secas Islands",7.95,-82.0166666666667,"Over 50% of reef corals, mainly Pocillopora were killed. The El Niño of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10000km² have been affected. All Millepora hydrocorals and scle","ReefBase","PAN","HIGH"
1983,"Panama","Taboga Island",8.8,-79.5666666666667,"The El Niño of 1982/3 which caused an anomalous warming of sea surface waters in the tropical Pacific Ocean, has been implicated as the cause of bleaching. At least 10000 km² of reef area have been affected. Reported by Glynn (1983, 1984). Bleaching and d","ReefBase","PAN","UNKNOWN"
1983,"Panama","Uraba Island",8.78333333333333,-79.5333333333333,"The El Niño of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated as the cause of bleaching. At least 10000 km² of reef have been affected. Reported by Glynn (1983, 1984). ","ReefBase","PAN","UNKNOWN"
1983,"Panama","Uva Island",7.81666666666667,-81.7666666666667,"May have caused local extinction of the hydrozoan Millepora. The El Niño of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10 000 km² have been affected. All Millepora hydrocorals an","ReefBase","PAN","HIGH"
1983,"Panama","Uva Island",7.81666666666667,-81.7666666666667,"May have caused local extinction of the hydrozoan Millepora. The El Niño of 1982/3 which caused an anomalous warming of surface waters in the tropical Pacific Ocean, has been implicated. At least 10 000 km² have been affected. All Millepora hydrocorals an","ReefBase","PAN","HIGH"
1985,"Panama","Uva Island",7.81666666666667,-81.7666666666667,"The Uva Island dinoflagellate bloom  had a red brown color and probably lasted several days.    Numerous pocilloporid corals at 1 to 2 m depth had bleached and were sloughing tissues the co-occurrence of viscous foam and dinoflagellates suggested that the","ReefBase","PAN","UNKNOWN"
1987,"Venezuela","Cano Grande",10.2327,-66.05,"8.0% of coral cover was pale, 1.4% bleached (3 month after bleaching start)
Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","Lang, J.C., H.R. Lasker, E.H. Gladfelter, P. Hallock, W.C. Jaap, F.J. Losada and R.G. Muller, 1992.  Spatial and Temporal Variability during Periods of ""Recovery"" after Mass Bleaching on Western Atlantic Coral Reefs Amer. Zool. 32:696-706","VEN","LOW"
1987,"Venezuela","Playuela, Morrocoy",10.81,-68.14,"Millepora alcicornis -  85.7% of colony bleached 
Agaricia tenuifolia-  37.5% of colony bleached 
A. agaricites - 75% bleached 
Diploria labyrinthiformis - 100% bleached 
Siderastrea siderea- 72.7% colony bleached
Stephanocoenia michelini - 50% of co","Losada, F.L. 1988. Report on coelentrate bleaching in the Southern Carribean, Venezuela. In Ogden, J. & R. Wicklund (ed.) Mass bleaching of coral reef in Carribean: A research strategy. National Undersea Research Programme Research Report 88-2","VEN","LOW"
1987,"Venezuela","Punta Tucacas",10.781,-68.311,"13.5% of coral cover was pale, 4.1% bleached (3 month after bleaching start)
Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","Lang, J.C., H.R. Lasker, E.H. Gladfelter, P. Hallock, W.C. Jaap, F.J. Losada and R.G. Muller, 1992.  Spatial and Temporal Variability during Periods of ""Recovery"" after Mass Bleaching on Western Atlantic Coral Reefs Amer. Zool. 32:696-706","VEN","LOW"
1987,"Venezuela","Punta Tucacas, Morrocoy",10.85,-68.21,"Millepora alcicornis -  60% of colonies bleached (most total blech)
M. complanta - 50 % affected (many total bleach)
Agaricia tenuifolia-  25% bleached (some total belach)
A. agaricites - 75% bleached (50% total bleaching)
Diploria labyrinthiformis - ","Losada, F.L. 1988. Report on coelentrate bleaching in the Southern Carribean, Venezuela. In Ogden, J. & R. Wicklund (ed.) Mass bleaching of coral reef in Carribean: A research strategy. National Undersea Research Programme Research Report 88-2","VEN","LOW"
1983,"Florida (USA)","Big Pine Key",24.6922,-81.3728,"severely bleached","GCRMN 2000. Chapter 14","USA","HIGH"
1987,"Florida (USA)","Eastern Dry Rocks",24.54,-81.833,"7.4% of coral cover was pale (7 months after initial bleaching)
Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","Lang, J.C., H.R. Lasker, E.H. Gladfelter, P. Hallock, W.C. Jaap, F.J. Losada and R.G. Muller, 1992.  Spatial and Temporal Variability during Periods of ""Recovery"" after Mass Bleaching on Western Atlantic Coral Reefs Amer. Zool. 32:696-706","USA","LOW"
1987,"Florida (USA)","Elkhorn Control",25.393,-80.168,"9.6% of coral cover was pale (6 months after initial bleaching)
Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","Lang, J.C., H.R. Lasker, E.H. Gladfelter, P. Hallock, W.C. Jaap, F.J. Losada and R.G. Muller, 1992.  Spatial and Temporal Variability during Periods of ""Recovery"" after Mass Bleaching on Western Atlantic Coral Reefs Amer. Zool. 32:696-706","USA","LOW"
1987,"Florida (USA)","Florida Reef Tract",25.2,-80.1666666666667,"Widespread bleaching of the massive coral Montastrea annularis beginning in late August. ","ReefBase","USA","UNKNOWN"
