"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","SOURCE","CODE","SEVERITY"
1998,"United Kingdom","Great Chagos Bank",-6.2348,71.9986,">70%","Sheppard,CRC","GBR","HIGH"
1998,"United Kingdom","Peros Banhos Atoll",-5.35,71.7505,">70%","Sheppard,CRC","GBR","HIGH"
1998,"United Kingdom","Salomon Atoll",-5.3484,72.2442,">70%","Sheppard,CRC","GBR","HIGH"
1998,"United Kingdom","Soufriere, Saint Lucia",13.8716,-61.0808,"100%","Wilkinson, Clive","GBR","HIGH"
1998,"Kenya","Diani",-4.25,39.6166666666667," Extent Unspecified","ReefBase","KEN","UNKNOWN"
1998,"Kenya","Kenya",-3.36666666666667,40.4833333333333," Bleaching and mortality were highest in shallow habitats and pools, where water stagnation occurs, or where corals are regularly exposed to outflow of shallow (warm) lagoon waters and/or to mangrove and sediment influence.","ReefBase","KEN","HIGH"
1998,"Kenya","Lamu",-2.2456,41.0642,NA,"Wilkinson, Clive","KEN","LOW"
1998,"Kenya","Lamu",-2.28333333333333,40.9,"Moderate bleaching; Bleaching was most extreme in shallow water, but was also 50% or more at 20 m. Coral mortality ranges between 50 to 90%, with reefs now having 1-10% coral cover, with 10-50% of the remaining live corals still bleached in mid-October.","ReefBase","KEN","MEDIUM"
1998,"Kenya","Lamu-Kiunga area",-1.7226,41.5222,NA,"Coral Listserver","KEN","MEDIUM"
1998,"Kenya","Malindi",-3.2218,40.1403,"50-90% (along entire Kenya coast) to 20m, with highest mortalities in <2-3m","CORDIO","KEN","HIGH"
1998,"Kenya","Malindi",-3.23333333333333,40.6666666666667," Coral mortality resulting to a decline in coral coner falling from levels of 30% (southern, deep reefs) and approximately 10% (northern reefs) to about 5% at all sites.","ReefBase","KEN","LOW"
1998,"Kenya","Mombasa",-4,39.75,"50-100%","Wilkinson, Clive","KEN","HIGH"
1998,"Kenya","Takaungu",-3.66666666666667,39.8833333333333,"Low level bleaching. ","ReefBase","KEN","UNKNOWN"
1998,"Kenya","Watamu",-3.31666666666667,40.1166666666667," Coral mortality resulted to a decline in coral cover falling from levels of 30% (southern, deep reefs) and approximately 10% (northern reefs) to about 5% at all sites.","ReefBase","KEN","LOW"
1999,"Mozambique","Baixo de St. Antonio, Angoche",-16.02,40.13,"Some evidence (<2%) of current bleaching.
Fringing reef subject to considerable surge and surf at 3-7 m depth with
marked spur and groove formations manifesting the original dune rock
structure. Evidence of bleaching the current year.","Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa","MOZ","LOW"
1998,"Mozambique","Baixo St Antonio",-16.2032,40.137,NA,"CORDIO","MOZ","HIGH"
1998,"Mozambique","Barreira Vermelha",-26.1,32.8833333333333," ","ReefBase","MOZ","HIGH"
1998,"Mozambique","Bazaruto Island",-21.6666666666667,35.5,"Moderate bleaching","ReefBase","MOZ","MEDIUM"
1998,"Mozambique","Cabo das Correntes (Paindane)",-23.7787,35.5125,NA,"CORDIO","MOZ","NONE"
1998,"Mozambique","Coral Garden",-21.9045,35.5151,NA,"CORDIO","MOZ","NONE"
1998,"Mozambique","Coral Garden",-23.7769,35.489,NA,"CORDIO","MOZ","MEDIUM"
1999,"Mozambique","Coral Garden (Ponta da Barra), Inhambane",-23.78,35.516,"Current bleaching <1%.
A wave cut beach rock platform
exposed to surge and surf at 1-5m
Dominated by tabular staghorn and
soft corals.","Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa","MOZ","LOW"
1998,"Mozambique","Fernao Veloso Bay",-12.9563,40.5845,NA,"CORDIO","MOZ","HIGH"
1999,"Mozambique","Inhaca Island",-26.0036,32.9164,"bleaching observed early 1999","GCRMN 2000. Chapter 4","MOZ","LOW"
1998,"Mozambique","Inhaca Island",-26.05,32.95," Bleaching has caused near total mortality; quantitative assessment was difficult due to turbidity. Fish were sparse.","ReefBase","MOZ","MEDIUM"
1998,"Mozambique","Lighthouse Reef",-21.4923,35.5102,NA,"CORDIO","MOZ","MEDIUM"
1999,"Mozambique","Lighthouse Reef, Inner Two-Mile Reef",-21.516,35.483,"Current bleaching ~1%.
Partially sheltered mixed coral community, 1-3.5 m deep, on the landward side of a fringing rock reef north of Bazaruto lighthouse. Coral
cover and community structure variable according to degree exposure and sedimentation on the reef. This ranged from monospecific outcrops of large staghorn corals to sparse cover of sediment tolerant
faviids and soft corals. Little present or past bleaching. Fish community
commensurately rich and abundant.","Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa","MOZ","LOW"
1998,"Mozambique","Mafamede Island",-16.4424,39.9611,NA,"CORDIO","MOZ","HIGH"
1998,"Mozambique","Mafamede Island",-16.3333333333333,40," Minimal bleaching","ReefBase","MOZ","LOW"
1999,"Mozambique","Mafamede Island, Angoche",-16.03,40.05,"Little evidence (<2%) of current bleaching.","Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa","MOZ","LOW"
1998,"Mozambique","Mike's Cupboard",-23.7814,35.5306,NA,"CORDIO","MOZ","NONE"
1998,"Mozambique","Pemba Bay",-12.2805,40.6033,NA,"CORDIO","MOZ","HIGH"
1998,"Mozambique","Pta Torres",-26.0427,33.0087,NA,"CORDIO","MOZ","HIGH"
1998,"Mozambique","Pta Torres Channel",-25.9557,33.005,NA,"CORDIO","MOZ","NONE"
1998,"Mozambique","Quilalulia Channel",-11.0432,40.6994,NA,"CORDIO","MOZ","HIGH"
1998,"Mozambique","Sencar",-11.2059,40.6715,NA,"CORDIO","MOZ","HIGH"
1998,"Mozambique","Wimbi Beach",-11.5273,40.6275,NA,"CORDIO","MOZ","HIGH"
1998,"Somalia","1km west of Raas Cuuda",10.7898,45.979,"Most coral was dead in obs during Mar 99, related to bleaching","Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme","SOM","HIGH"
1998,"Somalia","east of El Girdi",10.56,45.22,"Heavy mortality obs on shallow reef in Mar 99 from bleaching some time ago","Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme","SOM","MEDIUM"
1998,"Somalia","west of Berbera lighthouse",10.4343,44.9681,"No apparent bleaching associated mortality during Mar 99 survey","Schleyer,M and Baldwin,R Biodiversity Assesment of the Northern Somali Coast, East of Berbera. IUCN East Africa Programme","SOM","LOW"
1998,"South Africa","Sodwana",-27.5333,32.6833,"minimal bleaching","Goreau,T. and McClanahan, T. 2000. Conservation of Coral Reefs after the 1998 Global Bleaching Event. Conservation Biology. 14(1):5-15","ZAF","LOW"
1998,"South Africa","South Africa 26-27deg S",-33.6,26.9,"less than 1% bleached","CORDIO Newsletter October 2000","ZAF","LOW"
1998,"Tanzania","Bawi",-6.1925,39.1349,NA,"CORDIO","TZA","MEDIUM"
1998,"Tanzania","Chapwani and Changuu reefs",-6.1274,39.1742,NA,"CORDIO","TZA","HIGH"
1998,"Tanzania","Chole Bay",-7.98333333333333,39.7833333333333," 100% of the hard corals were dead.","ReefBase","TZA","HIGH"
1998,"Tanzania","Chumba Cha Chumbo",-10.298,40.3604,"10","Reef Check Data 2014","TZA","MEDIUM"
1998,"Tanzania","Chumbe",-6.3031,39.195,NA,"CORDIO","TZA","MEDIUM"
1994,"Tanzania","Chumbe Island",-6.35,39.225,"Appears to occurr after extreme low tides when corals have been exposed for long periods. Degree of damage appears to be greater when several low tides occurr colse together. Most of the affected corals seem to recover within two months of the event.","ReefBase","TZA","UNKNOWN"
1998,"Tanzania","Chumbe Island",-6.35,39.225,"Survival after bleaching was about 60-80% Bleaching of hard corals were estimated to be 80-95%.","ReefBase","TZA","HIGH"
1993,"Tanzania","Chumbe Island",-6.35,39.225,"Extent Unspecified; First documented in September 1993.","ReefBase","TZA","UNKNOWN"
1998,"Tanzania","Dar es Salaam",-6.8,39.2833,"bleaching","CORDIO Newsletter October 2000","TZA","MEDIUM"
1998,"Tanzania","Kinasi Pass",-7.96666666666667,39.7833333333333," In the ""coral gardens"" of Kinasi Pass, 80-90% of hard coral have died.","ReefBase","TZA","HIGH"
1998,"Tanzania","Kunduchi",-6.6667,39.2167,"Moderate bleaching","GCRMN 2000. Chapter 4","TZA","MEDIUM"
1998,"Tanzania","Mafia Island",-7.83333333333333,39.8333333333333,"The Mafia Marine Park is considered as the best coral reef in the country with almost 100%mixed coral community cover over vast areas. By the end of October, 80-100% of corals had died.","ReefBase","TZA","HIGH"
1998,"Tanzania","Mafia Island Marine Park",-7.9516,39.8137,"80-100%","Wilkinson, Clive","TZA","HIGH"
1998,"Tanzania","Misali",-5.28333333333333,39.6333333333333," In 1994 Misali Reef was dominated by live hard coral (51% & 74%, see Horrilet al., 1994). However, this decreased to 17% and 7%  respectively in March 1999, after the bleaching event in 1998.","ReefBase","TZA","HIGH"
1998,"Tanzania","Misali Reef, Pemba Island",-5.2333,39.6,"severe bleaching 60-90%","GCRMN 2000. Chapter 4","TZA","HIGH"
1998,"Tanzania","Mnazi Bay, Tanzania",-10.3477,40.3384,"15-25%","Wilkinson, Clive","TZA","MEDIUM"
1998,"Tanzania","Pemba Island",-5.1667,39.8,"extensive","CORDIO Newsletter October 2000","TZA","HIGH"
1998,"Tanzania","Ravula",-10.3025,40.3867,"20","Reef Check Data 2019","TZA","MEDIUM"
1998,"Tanzania","Tanga Coral Gardens",-5.11666666666667,39.2166666666667," About 25% of corals were bleached.","ReefBase","TZA","MEDIUM"
1998,"Tanzania","Tanga, Tanzania",-5.025,39.24,"25%","Wilkinson, Clive","TZA","MEDIUM"
1998,"Tanzania","Tanzania",-8.7242,39.5216,"70% bleaching","Coral Listserver","TZA","HIGH"
1998,"Tanzania","Tutia Island",-8.11666666666667,39.7,"Minimal bleaching","ReefBase","TZA","HIGH"
1998,"Tanzania","Tutia Island",-8.11666666666667,39.7," There is less than 5% coral still alive, with heavy mortality of hard corals.","ReefBase","TZA","HIGH"
1998,"Tanzania","Tutia Reef, Mafia Island Marine Park",-7.6667,40.6667,"severe bleaching","Lindahl, U., Ohman, M.C. and Schelten, C.K. 2001. The 1997/1998 Mass Mortality of Corals: Effects on Fish Communities on a Tanzanian Coral Reef. Marine Pollution Bulletin. 42(2):127-131","TZA","HIGH"
1998,"Tanzania","Unguja Island, Zanzibar",-6.3167,39.3667,"Moderate bleaching; 10% bleaching","GCRMN 2000. Chapter 4","TZA","MEDIUM"
1998,"Tanzania","W coast Zanzibar Island",-6.1667,39.3333,"bleaching","CORDIO Newsletter October 2000","TZA","MEDIUM"
1998,"Tanzania","Zanzibar Islands",-6,39.55,"Two factors seem to be associated with coral bleaching in Tanzania:water temperature and rainfall (salinity). The water temperature was 30.5°C, about 2°C higher than in the previous year (28.5°C). ","ReefBase","TZA","MEDIUM"
1998,"Tanzania","Zanzibar Islands",-6,39.55," Moderate bleaching; Bleaching between 25% to 50%.","ReefBase","TZA","MEDIUM"
1998,"Comoros","Canzoni",-12.3,43.8,"39% mortality on inner slopes. Outer slopes had 67% mortality","GCRMN 2000. Chapter 5","COM","HIGH"
1998,"Comoros","Comoros",-12.1,43.8,"In Grand Comore, bleaching was observed as 50m round patches, probably linked to underground freshwater runoff. Roughly 55% of the corals had died during this particular bleaching event.","ReefBase","COM","MEDIUM"
1998,"Comoros","Grande Comore",-11.4909,43.401,NA,"CORDIO","COM","HIGH"
1998,"Comoros","Itsamia",-12.35,43.8667,"Moderate bleaching; 45% dead coral died due to bleaching","GCRMN 2000. Chapter 5","COM","MEDIUM"
1998,"Comoros","Mayotte Island",-12.7,45.2,"80% on outer barrier reef died","Coral Listserver","COM","HIGH"
1998,"Comoros","Mayotte Island",-12.8333333333333,45.2166666666667," Very high mortality seen on the outer slope.","ReefBase","COM","HIGH"
1998,"Comoros","Mitsmiouli ",-11.4167,43.3,"40-50% coral bleached","GCRMN 2000. Chapter 5","COM","HIGH"
1998,"Comoros","Mohéli",-12.2755,43.75,"50% corals bleached","CORDIO","COM","HIGH"
1998,"Madagascar","Antanambe",-16.5,49.85,"30%","Wilkinson, Clive","MDG","MEDIUM"
1998,"Madagascar","Belo sur Mer",-19.5915,44.425,"30%","Wilkinson, Clive","MDG","MEDIUM"
1998,"Madagascar","Madagascar",-19,46.56,"In February and March, temperatures were 32-33°C. ","ReefBase","MDG","MEDIUM"
1998,"Madagascar","Mananara Marine",-16.3333333333333,49.85,"Extent Unspecified; Corals in shallow water were 40-80% bleached with high mortality. While in deeper water,  10-40% of mixed coral species  were bleached.","ReefBase","MDG","UNKNOWN"
1998,"Madagascar","Manara-Nord, Masoala peninsula",-15,50.5,"Shallow  Acropora 40-80% bleached with high mortality and 10-40% of mixed species in deeper water","Wilkinson, Clive","MDG","MEDIUM"
1998,"Madagascar","Masoala",-15.9833,50.1667,"coral cover reduced from 38% pre bleaching to 28% post bleaching","Goreau,T. and McClanahan, T. 2000. Conservation of Coral Reefs after the 1998 Global Bleaching Event. Conservation Biology. 14(1):5-15","MDG","MEDIUM"
1998,"Madagascar","Masoala",-16.0666666666667,50.1833333333333," Minor bleaching","ReefBase","MDG","LOW"
1998,"Madagascar","Mitsio Archipelago",-12.82,48.6376,"30%","Wilkinson, Clive","MDG","MEDIUM"
1998,"Madagascar","Nosy Be",-13.1873,48.2823,"30%","Wilkinson, Clive","MDG","MEDIUM"
1998,"Madagascar","Toliara",-23.4941,43.7538,"30%","Wilkinson, Clive","MDG","MEDIUM"
1998,"Madagascar","Tulear ( Toliara )",-23.4166666666667,43.6666666666667," Minor bleaching","ReefBase","MDG","LOW"
1998,"Mauritius","Balaclava ( Arsenal Bay / Baie de L'Arsenal )",-20.1,57.5," Minor bleaching; Total bleaching being 12%.","ReefBase","MUS","LOW"
1998,"Mauritius","Balaclava Bay marine park",-20.1602,57.4528,"39% of live corals wholly or partially bleached","CORDIO","MUS","MEDIUM"
1998,"Mauritius","Benitiers Island ( L'ile aux Benitiers )",-20.4333333333333,57.3416666666667,"Surveys showed from 1-15% bleaching in many locations, and up to 50% corals with minor loss of colour. Temperatures were about 3°C above the normal of 27°C. ","ReefBase","MUS","MEDIUM"
1998,"Mauritius","Blue Bay marine park",-20.4132,57.7133,"31% of live corals wholly or partially bleached","CORDIO","MUS","MEDIUM"
1998,"Mauritius","Mauritius",-20.2909,57.7957,"1-15%","Wilkinson, Clive","MUS","LOW"
1998,"Mauritius","Mauritius",-20.1333333333333,57.4666666666667,"Minor bleaching; Temperatures were about 3°C above the normal 27°C.","ReefBase","MUS","LOW"
1998,"Mauritius","Rodrigues",-19.75,63.4166666666667," Minor bleaching","ReefBase","MUS","LOW"
1998,"Mauritius","Rodrigues",-19.8,63.3,"bleaching","Obura,D. 2001. Coral Reef Bleaching and Monitoring in the Indian Ocean.","MUS","MEDIUM"
1998,"Mauritius","Trou aux Biches",-20.05,57.5333,"Moderate bleaching; 6% corals completely bleached. 27% partially bleached","GCRMN 2000. Chapter 5","MUS","MEDIUM"
1998,"Mauritius","Trou d'Eau Douce Fir",-20.2483333333333,57.795," Minor bleaching; The few dead coral colonies had begun to be colonised by filamentous algae.","ReefBase","MUS","LOW"
1998,"Mayotte","Mayotte",-13.0668,45.1106,"started southside that is enclosed but exposed to trade winds. North side cooler waters not effected as such.","Coral Listserver","MYT","MEDIUM"
1998,"Réunion","Corne Nord, St Leu Ville Reef",-21.26,55.325,"nminor bleaching","GCRMN 2000. Chapter 5","REU","LOW"
1998,"Réunion","Planch'alizé reef flat",-21.1544,55.272,"some noticed","CORDIO","REU","LOW"
1998,"Réunion","Reunion",-21.1135,55.2526,"reef flats at La Reunion, Mascarene islands","Coral Listserver","REU","MEDIUM"
1998,"Réunion","Reunion",-21.1166666666667,55.5,"On the reef slopes, coral bleaching has been fond down to 20m and Porites colonies have been particularly badly affected; about 20 - 50% of the hard and soft coral cover has disappeared to be replaced by algae. ","ReefBase","REU","UNKNOWN"
1998,"Réunion","Reunion",-21.1166666666667,55.5,"Water temperatures were high (but not recorded) and there was very heavy rainfall for most of February. No recovery was seen several months later, with corals now covered with turf algae. ","ReefBase","REU","MEDIUM"
1998,"Réunion","Réunion",-21.258,55.3253,"30-50%","Wilkinson, Clive","REU","MEDIUM"
1998,"Réunion","Sainte Rose",-21.1179,55.8251,"some noticed","CORDIO","REU","LOW"
1998,"Réunion","Toboggan",-21.05,55.23,"moderate","GCRMN 2000. Chapter 5","REU","MEDIUM"
1998,"Réunion","Trois Chameaux",-21.3322,55.4557,"no bleaching","CORDIO","REU","NONE"
1998,"Seychelles","Aldabra",-9.41666666666667,46.4166666666667,"The dead corals were covered with filamentous algae, which were expanding to cover areas of dying corals Corals at 14 sites in the Seychelles Marine Park system showed that an average of about 75% were recently dead (ranging ffrom 50% to 95%).","ReefBase","SYC","HIGH"
1998,"Seychelles","Aldabra Atoll",-9.4476,46.3991,"30% bleached","Spencer, T., Teleki, K.A., Bradshaw, C. and Spalding, M.D. 2000. Coral Bleaching in the Southern Seychelles during the 1997-1998 Indian Ocean Warm Event. Marine Pollution Bulletin. 40(7): 569-586","SYC","MEDIUM"
1998,"Seychelles","Alphonse Atoll",-7.0113,52.7348,"54% bleached","Spencer, T., Teleki, K.A., Bradshaw, C. and Spalding, M.D. 2000. Coral Bleaching in the Southern Seychelles during the 1997-1998 Indian Ocean Warm Event. Marine Pollution Bulletin. 40(7): 569-586","SYC","HIGH"
1998,"Seychelles","Cousine",-4.35,55.6333,"bleaching","Coral Listserver","SYC","MEDIUM"
1998,"Seychelles","Cousine Island",-4.35,55.65,">50% of hard and soft coral bleached","Mark Spalding unpublished data","SYC","HIGH"
1998,"Seychelles","Curieuse",-4.2667,55.7333,"bleaching","Coral Listserver","SYC","MEDIUM"
1998,"Seychelles","Felicite",-4.3333,55.8667,"bleaching","Coral Listserver","SYC","MEDIUM"
1998,"Seychelles","Grand Soeur",-4.2833,55.8667,"bleaching","Coral Listserver","SYC","MEDIUM"
1998,"Seychelles","Ile Cerf",-4.6333,55.5,"bleaching","Coral Listserver","SYC","MEDIUM"
1998,"Seychelles","Ile Moyenne",-4.6167,55.5,"bleaching","Coral Listserver","SYC","MEDIUM"
1998,"Seychelles","La Digue",-4.35,55.8333,"bleaching","Coral Listserver","SYC","MEDIUM"
1998,"Seychelles","Lagoon Channel - Alphonse Atoll",-7.03,52.76,NA,"Mark Spalding unpublished data","SYC","UNKNOWN"
1998,"Seychelles","Mahè",-4.6,55.4666666666667," In January 1999, dead corals around the main island of Mahe were covered by numerous filamentous algae.","ReefBase","SYC","LOW"
1998,"Seychelles","North West Coast St. Pierre",-9.31,50.71,">50% of hard and soft coral bleached","Mark Spalding unpublished data","SYC","HIGH"
1998,"Seychelles","Outer Slope West - Alphonse Atoll",-7.01,52.73,">50% of hard and soft coral bleached","Mark Spalding unpublished data","SYC","HIGH"
1998,"Seychelles","Praslin",-4.3167,55.7333,"bleaching","Coral Listserver","SYC","MEDIUM"
1998,"Seychelles","Providence",-9.38333333333333,51.05,"Temperatures recorded in situ were high, from 29-34°C, with the exceptional 37°C in some lagoons. ","ReefBase","SYC","HIGH"
1998,"Seychelles","Providence - Cerf",-9.5364,50.9956,"49% bleached","Spencer, T., Teleki, K.A., Bradshaw, C. and Spalding, M.D. 2000. Coral Bleaching in the Southern Seychelles during the 1997-1998 Indian Ocean Warm Event. Marine Pollution Bulletin. 40(7): 569-586","SYC","MEDIUM"
1998,"Seychelles","Seychelles",-4.3347,55.7177,NA,"NOAA database","SYC","HIGH"
1998,"Seychelles","Seychelles",-4.6461,55.4845,"severe bleaching","NOAA database","SYC","HIGH"
1998,"Seychelles","Seychelles",-4.5,55.5,"This has led to the breakdown of the reef infrastructure and is likely to result in gradual erosion of the beaches. Live coral cover of the Seychelles granitic islands have been reduced to less than 10% on most reefs and signs of recovery are slight with ","ReefBase","SYC","HIGH"
1998,"Seychelles","South East Coast St. Pierre",-9.33,50.73,">50% of hard and soft coral bleached","Mark Spalding unpublished data","SYC","HIGH"
1998,"Seychelles","St. Pierre",-9.31666666666667,51.7166666666667,"Minimal bleaching","ReefBase","SYC","LOW"
1998,"Seychelles","St. Pierre leaward coast",-9.2461,51.0431,"87% bleached","Spencer, T., Teleki, K.A., Bradshaw, C. and Spalding, M.D. 2000. Coral Bleaching in the Southern Seychelles during the 1997-1998 Indian Ocean Warm Event. Marine Pollution Bulletin. 40(7): 569-586","SYC","HIGH"
1998,"Seychelles","St. Pierre windward coast",-9.2126,51.0359,"77% bleached","Spencer, T., Teleki, K.A., Bradshaw, C. and Spalding, M.D. 2000. Coral Bleaching in the Southern Seychelles during the 1997-1998 Indian Ocean Warm Event. Marine Pollution Bulletin. 40(7): 569-586","SYC","HIGH"
1998,"Seychelles","Ste Anne",-4.6,55.5,"bleaching","Coral Listserver","SYC","MEDIUM"
1998,"Seychelles","Ternay Bay",-4.6169,55.3669,"coral cover dropped from 54.6% in 1997 to 3% in June 1998 due to bleaching. ","GCRMN 2000. Chapter 5","SYC","HIGH"
1998,"Barbados","Carribee Bank, Barbados",13.0391,-59.5231,NA,"Wilkinson, Clive","BRB","MEDIUM"
1998,"Guadeloupe","Guadaloupe",16.3727,-61.6516,"severe bleaching","Wilkinson, Clive","GLP","HIGH"
1999,"Guadeloupe","Guadaloupe",16.3727,-61.6516,"50% bleaching","GCRMN 2000. Chapter 17","GLP","HIGH"
1998,"Guadeloupe","Guadeloupe",16.25,-61.8333333333333," ","ReefBase","GLP","HIGH"
1998,"Guadeloupe","St. Barthelemy",17.9,-62.85," Partial mortalities","ReefBase","GLP","UNKNOWN"
1998,"Martinique","Martinique",14.4,-61.2,"59% corals affected with 69% surface bleached","GCRMN 2000. Chapter 17","MTQ","HIGH"
1998,"Netherlands Antilles",NA,5.542,125.221,"yellow","R@RSEA: UP Marine Science In","ANT","HIGH"
1999,"Netherlands Antilles","BNK01: Saba Bank 1",17.463,-63.22267,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
1999,"Netherlands Antilles","BNK02: Saba Bank 2",17.48683,-63.23167,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
1999,"Netherlands Antilles","BNK03: Saba Bank 3",17.48783,-63.23233,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
1998,"Netherlands Antilles","Bonaire",12.078,-68.2158,"bleaching first noticed 11/03/97 as minimal then again 09/02/98 (source NOAA Database Id No 4 & 107)","NOAA database","ANT","MEDIUM"
1998,"Netherlands Antilles","Bonaire",12.2417,-68.2428,NA,"Wilkinson, Clive","ANT","MEDIUM"
1998,"Netherlands Antilles","Bonaire",12.1833333333333,-68.3," Partial bleaching","ReefBase","ANT","LOW"
1992,"Netherlands Antilles","Bonaire",12.1833333333333,-68.3,"When observations began in May 21 1992 until the afternoon of June 25,1992 reef conditions were normal. On June 26 (0930) water temperature from the surface up to at least 30 m depth decreased from the normal 27.5ºC - 28ºC to 25ºC.   Bleaching manifested ","ReefBase","ANT","MEDIUM"
1999,"Netherlands Antilles","EUX01: Barracuda Reef",17.468,-62.99166,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
1999,"Netherlands Antilles","EUX02: Anchor Point",17.46433,-62.98783,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
1999,"Netherlands Antilles","EUX03: Hangover",17.46483,-62.986,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
1999,"Netherlands Antilles","EUX04: The Blocks",17.46433,-62.985,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
1999,"Netherlands Antilles","EUX05: The Ledges",17.46333,-62.98466,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
1999,"Netherlands Antilles","EUX06: Five Fingers",17.46483,-62.96667,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
1999,"Netherlands Antilles","EUX07: Valley of the Sponges",17.464,-62.9825,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
1999,"Netherlands Antilles","EUX08: The Humps",17.4635,-62.97817,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B","ANT","LOW"
